NodeIndex,GeneSymbol,AAA,PAD,AMI,Stroke,HeartFailure
2183,SLC51B,0,0,0,0,0
2184,BICD2,0,0,0,0,0
2185,MRPL24,0,0,0,0,0
2186,ZWINT,0,0,0,0,0
2187,YIPF1,0,0,0,0,0
2188,DAPP1,0,0,0,0,0
2189,SYNCRIP,0,0,0,0,0
2190,GLO1,0,0,0,0,0
2191,HLA-DMA,0,0,0,0,0
2192,ALG5,0,0,0,0,0
2193,ORMDL1,0,0,0,0,0
2194,CAMLG,0,0,0,0,0
2195,ICK,0,0,0,0,0
2196,DLX1,0,0,0,0,0
2197,BBS9,0,0,0,0,0
2198,BAK1,0,0,0,0,0
2199,SMURF1,0,0,0,0,0
2200,CALML6,0,0,0,0,0
2201,PRPS1L1,0,0,0,0,0
2202,NFATC4,0,0,0,0,0
2203,CRCP,0,0,0,0,0
2204,SNAPC5,0,0,0,0,0
2205,ACTC1,1,0,0,1,1
2206,PIGQ,0,0,0,0,0
2207,CTHRC1,0,0,0,0,0
2208,ACVR1C,0,0,0,0,0
2209,DACT1,0,0,0,0,0
2210,CXCL14,0,0,0,0,0
2211,GRK1,0,0,0,0,0
2212,PCCA,0,0,0,0,0
2213,GALNT15,0,0,0,0,0
2214,DTYMK,0,0,0,0,0
2215,EMC3,0,0,0,0,0
2216,MAP1LC3A,0,0,0,0,0
2217,SINHCAF,0,0,0,0,0
2218,XRN2,0,0,0,0,0
2219,ILF2,0,0,0,0,0
2220,DENND1C,0,0,0,0,0
2221,ST6GAL2,0,0,0,0,0
2222,HSDL1,0,0,0,0,0
2223,BMPER,0,0,0,0,0
2224,TNP2,0,0,0,0,0
2225,RPA1,0,0,0,0,0
2226,MSRA,0,0,0,0,0
2227,ALOX12,0,0,0,0,0
2228,RIMS1,0,0,0,0,0
2229,IL10,0,0,0,0,0
2230,KDELR1,0,0,0,0,0
2231,C11orf21,0,0,0,0,0
2232,NRG1,0,0,0,1,0
2233,HOXB8,0,0,0,0,0
2234,SLC8A3,0,0,0,0,0
2235,AUP1,0,0,0,0,0
2236,PET100,0,0,0,0,0
2237,ARHGEF2,0,0,0,0,0
2238,MCEE,0,0,0,0,0
2239,YTHDF2,0,0,0,0,0
2240,NLGN4Y,0,0,0,0,0
2241,ZWILCH,0,0,0,0,0
2242,TMEM214,0,0,0,0,0
2243,DAPK3,0,0,0,0,0
2244,TBPL2,0,0,0,0,0
2245,CDIPT,0,0,0,0,0
2246,PLA2G12A,0,0,0,0,0
2247,MED20,0,0,0,0,0
2248,CDK19,0,0,0,0,0
2249,AXIN1,0,0,0,0,0
2250,MAK16,0,0,0,0,0
2251,THRA,0,0,0,0,0
2252,FBXL17,0,0,0,0,0
2253,MAP1LC3C,0,0,0,0,0
2254,PPWD1,0,0,0,0,0
2255,RPRD1B,0,0,0,0,0
2256,RAP1GDS1,0,0,0,0,0
2257,ACO1,0,0,0,0,0
2258,CYP11B2,0,0,0,0,0
2259,UTF1,0,0,0,0,0
2260,UGT2B7,0,0,0,0,0
2261,GATAD2A,0,0,0,0,0
2262,PAPOLA,0,0,0,0,0
2263,PRPF8,0,0,0,1,0
2264,MT-ATP6,0,0,0,0,1
2265,ACTR3,0,0,0,0,0
2266,MALL,0,0,0,0,0
2267,LSS,0,0,0,0,0
2268,CHMP2A,0,0,0,0,0
2269,NT5C1A,0,0,0,0,0
2270,GADD45A,0,0,0,0,0
2271,KRT14,0,0,0,0,0
2272,EPSTI1,0,0,0,0,0
2273,UBE2I,0,0,0,0,0
2274,NARS2,0,0,0,0,0
2275,KCNE3,0,0,0,0,0
2276,SPDYE8P,0,0,0,0,0
2277,PLA2G2E,0,0,0,0,0
2278,AKIRIN2,0,0,0,0,0
2279,FBXL22,0,0,0,0,0
2280,CANT1,0,0,0,0,0
2281,MMP3,0,0,0,0,0
2282,MAFA,0,0,0,0,0
2283,CD79B,0,0,0,0,0
2284,TNNT2,0,0,1,1,1
2285,ST3GAL2,0,0,0,0,0
2286,C1orf189,0,0,0,0,0
2287,PHC2,0,0,0,0,0
2288,PCOLCE,0,0,0,0,0
2289,GUCA1C,0,0,0,0,0
2290,AHCTF1,0,0,0,0,0
2291,PPARG,0,0,0,0,1
2292,SUCLA2,0,0,0,0,0
2293,PQBP1,0,0,0,0,0
2294,NACC1,0,0,0,0,0
2295,FN1,1,0,0,0,0
2296,EMC9,0,0,0,0,0
2297,MKLN1,0,0,0,0,0
2298,POLG2,0,0,0,0,0
2299,LZTR1,0,0,0,0,0
2300,COMT,0,0,0,0,0
2301,HILPDA,0,0,0,0,0
2302,CHD8,0,0,0,0,0
2303,GIPR,0,0,0,0,0
2304,STXBP1,0,0,0,0,0
2305,TTC8,0,0,0,0,0
2306,LTF,0,0,0,0,0
2307,WDR7,0,0,0,0,0
2308,ARID1B,0,0,0,0,0
2309,APOBEC4,0,0,0,0,0
2310,AP1S1,0,0,0,0,0
2311,MTMR7,0,0,0,0,0
2312,NAMPT,0,0,0,0,0
2313,TECPR2,0,0,0,0,0
2314,WTAP,0,0,0,0,0
2315,ISY1,0,0,0,0,0
2316,ADRA2C,0,0,0,0,0
2317,CD9,1,0,0,0,0
2318,NME1-NME2,0,0,0,0,0
2319,WBP11,0,0,0,0,0
2320,MRPS15,0,0,0,0,0
2321,PGLYRP1,0,0,0,0,0
2322,BANF2,0,0,0,0,0
2323,XPO1,0,0,0,0,0
2324,AGBL2,0,0,0,0,0
2325,PFKFB4,0,0,0,0,0
2326,ULBP1,0,0,0,0,0
2327,SPO11,0,0,0,0,0
2328,CYP1A2,0,0,0,0,0
2329,KBTBD6,0,0,0,0,0
2330,TBX21,0,0,0,0,0
2331,PSMG2,0,0,0,0,0
2332,GALNS,0,0,0,0,0
2333,PPFIA1,0,0,0,0,0
2334,GOSR2,0,0,0,1,0
2335,AUNIP,0,0,0,0,0
2336,AMN,0,0,0,0,0
2337,TEK,0,0,0,0,0
2338,LAMP2,0,0,0,0,0
2339,ECT2,0,0,0,0,0
2340,TEX14,0,0,0,0,0
2341,GPX2,0,0,0,0,0
2342,SCD,0,0,0,0,0
2343,PTBP1,0,0,0,0,0
2344,GYS1,0,0,0,1,0
2345,PAK4,0,0,0,0,0
2346,PRRX1,0,0,0,0,0
2347,NTN1,0,0,0,0,0
2348,NDUFC2,0,0,0,0,0
2349,MAK,0,0,0,0,0
2350,TAS1R3,0,0,0,0,0
2351,ATP6V1B1,0,0,0,0,0
2352,GSC,0,0,0,0,0
2353,MRPS25,0,0,0,0,0
2354,SPRR1B,0,0,0,0,0
2355,PRICKLE3,0,0,0,0,0
2356,CTNNA3,0,0,0,0,0
2357,SRSF7,0,0,0,0,0
2358,GTF3C3,0,0,0,0,0
2359,KLRD1,0,0,0,0,0
2360,CRMP1,0,0,0,0,0
2361,CYP26B1,0,0,0,0,0
2362,ELP1,0,0,0,0,0
2363,SNAI1,0,0,0,0,0
2364,HNRNPA0,0,0,0,0,0
2365,FRG1,0,0,0,0,0
2366,LXN,0,0,0,0,0
2367,NUDCD1,0,0,0,0,0
2368,UBE2V1,0,0,0,0,0
2369,CYP3A5,0,0,0,0,0
2370,PLOD3,0,0,0,0,0
2371,BRS3,0,0,0,0,0
2372,CC2D1B,0,0,0,0,0
2373,GDF11,0,0,0,0,0
2374,DHX8,0,0,0,0,0
2375,MEP1A,0,0,0,0,0
2376,PLD3,0,0,0,0,0
2377,CPT2,0,0,0,0,0
2378,UBA6,0,0,0,0,0
2379,TRMT10A,0,0,0,0,0
2380,SUV39H1,0,0,0,0,0
2381,TIMM10B,0,0,0,0,0
2382,DCAF10,0,0,0,0,0
2383,LHX6,0,0,0,0,0
2384,YEATS4,0,0,0,0,0
2385,SEC61B,0,0,0,0,0
2386,FOXO1,0,0,0,0,0
2387,CAPRIN1,0,0,0,0,0
2388,NLRP9,0,0,0,0,0
2389,TLR4,0,0,0,0,0
2390,CD2BP2,0,0,0,0,0
2391,PCSK1,0,0,0,0,0
2392,FBXL2,0,0,0,0,0
2393,CACNG5,0,0,0,0,0
2394,ITGAX,0,0,0,0,0
2395,XCR1,0,0,0,0,0
2396,EIF2AK3,0,0,0,0,0
2397,GC,1,0,0,0,0
2398,RRP1,0,0,0,0,0
2399,EHD4,0,0,0,0,0
2400,H0YIJ7_HUMAN,0,0,0,0,0
2401,PYCR3,0,0,0,0,0
2402,CIDEB,0,0,0,0,0
2403,COG1,0,0,0,0,0
2404,PLA2G4C,0,0,0,0,0
2405,AKT3,0,0,0,0,0
2406,GPR37,0,0,0,0,0
2407,SRD5A3,0,0,0,0,0
2408,TNFSF14,0,0,0,0,0
2409,SOX9,0,0,0,0,0
2410,BCHE,0,0,1,0,1
2411,GRIN3A,0,0,0,0,0
2412,CSTF3,0,0,0,0,0
2413,CD274,0,0,0,0,0
2414,KIR2DL1,0,0,0,0,0
2415,RAB40AL,0,0,0,0,0
2416,DCHS1,0,0,0,0,0
2417,GFPT1,0,0,0,0,0
2418,RRS1,0,0,0,0,0
2419,SPARCL1,0,0,0,0,0
2420,IMP4,0,0,0,0,0
2421,PITX3,0,0,0,0,0
2422,WDR83OS,0,0,0,0,0
2423,NDUFC2-KCTD14,0,0,0,0,0
2424,MAPK8IP3,0,0,0,0,0
2425,SPRR2B,0,0,0,0,0
2426,TP53I11,0,0,0,0,0
2427,SRCIN1,0,0,0,0,0
2428,ITGA5,0,0,0,0,0
2429,RND2,0,0,0,0,0
2430,IGF2BP2,0,0,0,0,0
2431,SP1,0,0,0,0,0
2432,P2RY1,0,0,0,0,0
2433,MLN,0,0,0,0,0
2434,CCZ1B,0,0,0,0,0
2435,LLPH,0,0,0,0,0
2436,SLC27A5,0,0,0,0,0
2437,DPAGT1,0,0,0,0,0
2438,POLDIP2,0,0,0,0,0
2439,RPL3L,0,0,0,0,0
2440,LMNA,0,1,1,1,1
2441,PPID,0,0,0,0,0
2442,KAT6A,0,0,0,0,0
2443,PC,0,0,0,0,0
2444,SERGEF,0,0,0,0,0
2445,AQP12A,0,0,0,0,0
2446,TLR8,0,0,0,0,0
2447,CEBPB,0,0,0,0,0
2448,FMO2,0,0,0,0,0
2449,EMCN,0,0,0,0,0
2450,SCG5,0,0,0,0,0
2451,NUP35,0,0,0,0,0
2452,ASH2L,0,0,0,0,0
2453,EDEM2,0,0,0,0,0
2454,PSMA8,0,0,0,0,0
2455,PMEL,0,0,0,0,0
2456,SCNM1,0,0,0,0,0
2457,TGS1,0,0,0,0,0
2458,PHOSPHO2,0,0,0,0,0
2459,FKBP14,0,0,0,0,0
2460,STX11,0,0,0,0,0
2461,OAS2,0,0,0,0,0
2462,PTPN1,0,0,0,0,0
2463,TNFSF15,0,0,0,0,0
2464,SNRPA1,0,0,0,0,0
2465,CFAP161,0,0,0,0,0
2466,LRAT,0,0,0,0,0
2467,MAPKAPK3,0,0,0,0,0
2468,PPIF,0,0,0,0,0
2469,MAF,0,0,0,0,0
2470,POLH,0,0,0,0,0
2471,RPS15,0,0,0,0,0
2472,NELFCD,0,0,0,0,0
2473,WASF2,0,0,0,0,0
2474,IRF8,0,0,0,0,0
2475,CBLB,0,0,0,0,0
2476,MTR,0,0,0,0,0
2477,S100A10,0,0,0,0,0
2478,RAB3A,0,0,0,0,0
2479,NECAP1,0,0,0,0,0
2480,EOMES,0,0,0,0,0
2481,SNRPF,0,0,0,0,0
2482,AEBP2,0,0,0,0,0
2483,PIGG,0,0,0,0,0
2484,SGTA,0,0,0,0,0
2485,NDST1,0,0,0,0,0
2486,TPPP,0,0,0,0,0
2487,RAPH1,0,0,0,0,0
2488,IL2RG,0,0,0,0,0
2489,PHF20,0,0,0,1,0
2490,ABCB7,0,0,0,0,0
2491,FH,0,0,0,0,1
2492,TAF9,0,0,0,0,0
2493,GH2,0,0,0,0,0
2494,LAMA2,0,0,0,0,0
2495,IMPA1,0,0,0,0,0
2496,H2BC8,0,0,0,0,0
2497,LIN37,0,0,0,0,0
2498,KCNQ4,0,0,0,0,0
2499,H2BC1,0,0,0,0,0
2500,DNAJB6,0,0,0,0,0
2501,AP3D1,0,0,0,0,0
2502,GDF10,0,0,0,0,0
2503,FRK,0,0,0,0,0
2504,GPR50,0,0,0,0,0
2505,MED18,0,0,0,0,0
2506,POLR2D,0,0,0,0,0
2507,CYB5R1,0,0,0,0,0
2508,FRRS1L,0,0,0,0,0
2509,UPB1,0,0,0,0,0
2510,IFIT2,0,0,0,0,0
2511,MYH10,1,0,0,0,0
2512,GET3,0,0,0,0,0
2513,GCFC2,0,0,0,0,0
2514,CYP2C19,0,0,0,0,0
2515,DLG1,0,0,0,0,0
2516,LIG4,0,0,0,0,0
2517,DNASE2B,0,0,0,0,0
2518,GRIA1,0,0,0,0,0
2519,STX19,0,0,0,0,0
2520,RPS3,0,0,0,0,0
2521,INSL3,0,0,0,0,0
2522,ARL6,0,0,0,0,0
2523,FABP1,0,0,0,0,0
2524,TBC1D23,0,0,0,0,0
2525,KLHL22,0,0,0,0,0
2526,GTF2F1,0,0,0,0,0
2527,BHMT2,0,0,0,0,0
2528,TLR5,0,0,0,0,0
2529,ANAPC11,0,0,0,0,0
2530,IMPG2,0,0,0,0,0
2531,SYNJ2BP,0,0,0,0,0
2532,PHC3,0,0,0,0,0
2533,GAGE13,0,0,0,0,0
2534,RGN,0,0,0,0,0
2535,NXT2,0,0,0,0,0
2536,PTN,0,0,0,0,0
2537,MYD88,0,0,0,1,1
2538,SORBS1,0,0,0,0,0
2539,SRRM2,0,0,0,0,0
2540,PDK3,0,0,0,0,0
2541,LAPTM5,0,0,0,0,0
2542,SAT2,0,0,0,0,0
2543,HSP90AB1,0,0,0,0,0
2544,DGCR8,0,0,0,0,0
2545,TCF7L2,0,0,0,0,0
2546,STX1B,0,0,0,0,0
2547,OXTR,0,0,0,0,0
2548,CHMP1A,0,0,0,0,0
2549,NOX5,0,0,0,0,0
2550,LILRB1,0,0,0,0,0
2551,INTS2,0,0,0,0,0
2552,GMFG,0,0,0,0,0
2553,CUL1,0,0,0,0,0
2554,FMN1,0,0,0,0,0
2555,CENPL,0,0,0,0,0
2556,MIEF1,0,0,0,0,0
2557,H4-16,0,0,0,0,0
2558,BBS1,0,0,0,0,0
2559,VCL,0,0,0,0,1
2560,LRWD1,0,0,0,0,0
2561,GDI1,0,0,0,0,0
2562,PLA2G4E,0,0,0,0,0
2563,UBE2B,0,0,0,0,0
2564,CLDN10,0,0,0,0,0
2565,WIPF2,0,0,0,0,0
2566,HNRNPF,0,0,0,0,0
2567,WIPI1,0,0,0,0,0
2568,AGT,1,0,1,0,1
2569,HTR7,0,0,0,0,0
2570,AKNAD1,0,0,0,0,0
2571,SYT5,0,0,0,0,0
2572,NR2E1,0,0,0,0,0
2573,RIOK2,0,0,0,0,0
2574,MCHR1,0,0,0,0,0
2575,HTR2C,0,0,0,0,0
2576,NSD2,0,0,0,0,0
2577,TAF12,0,0,0,0,0
2578,SF3A2,0,0,0,0,0
2579,PSMG1,0,0,0,0,0
2580,NFU1,0,0,0,0,0
2581,SAMHD1,0,0,0,0,0
2582,MED17,0,0,0,0,0
2583,AP5M1,0,0,0,0,0
2584,CRYGD,0,0,0,0,0
2585,LIN7B,0,0,0,0,0
2586,RBFA,0,0,0,0,0
2587,GNG4,0,0,0,0,0
2588,SLC5A6,0,0,0,0,0
2589,CCN4,0,0,0,0,0
2590,GTPBP8,0,0,0,0,0
2591,ING1,0,0,0,0,0
2592,LHX3,0,0,0,0,0
2593,SUOX,0,0,0,0,0
2594,PARP2,0,0,0,0,0
2595,CYP2C8,0,0,0,0,0
2596,CYP4F8,0,0,0,0,0
2597,TROAP,0,0,0,0,0
2598,UGT2B4,0,0,0,0,0
2599,SARS1,0,0,0,0,0
2600,BCL9,0,0,0,0,0
2601,SH3KBP1,0,0,0,0,0
2602,NCAPD3,0,0,0,0,0
2603,PPP2R5C,0,0,0,0,0
2604,PWP2,0,0,0,0,0
2605,RBM48,0,0,0,0,0
2606,UPP2,0,0,0,0,0
2607,SOX10,0,0,0,0,0
2608,GAGE12C,0,0,0,0,0
2609,RAB14,0,0,0,0,0
2610,RFC1,0,0,0,0,0
2611,ENPP1,0,0,1,1,1
2612,TPT1,0,0,0,0,0
2613,MCC,0,0,0,0,0
2614,MED29,0,0,0,0,0
2615,C20orf27,0,0,0,0,0
2616,NRXN2,0,0,0,0,0
2617,DCLRE1B,0,0,0,0,0
2618,UNC45A,0,0,0,0,0
2619,UBAP1,0,0,0,0,0
2620,SERPINC1,1,0,0,0,0
2621,ASIC3,0,0,0,0,0
2622,CCNA1,0,0,0,0,0
2623,PDE10A,0,0,0,0,0
2624,RXRA,0,0,0,0,0
2625,DNMT3B,0,0,0,0,0
2626,CD33,0,0,0,0,0
2627,PIGV,0,0,0,0,0
2628,ZNHIT1,0,0,0,0,0
2629,ASIP,0,0,0,0,0
2630,APOBEC1,0,0,0,0,0
2631,H3C10,0,0,0,0,0
2632,CDC42BPA,0,0,0,0,0
2633,DAZAP2,0,0,0,0,0
2634,FKBP1C,0,0,0,0,0
2635,MT-CYB,0,0,0,0,0
2636,NAE1,0,0,0,0,0
2637,SERPINB4,1,0,0,0,0
2638,EFNA5,0,0,0,0,0
2639,ADCY5,0,0,0,0,1
2640,PPP1R12C,0,0,0,0,0
2641,PPP2R2A,0,0,0,0,0
2642,ACER3,0,0,0,0,0
2643,VPS37D,0,0,0,0,0
2644,ADCY9,0,0,0,0,0
2645,ITGB7,0,0,0,0,0
2646,CBX1,0,0,0,0,0
2647,DNAJB12,0,0,0,0,0
2648,UBA5,0,0,0,0,0
2649,NUDT17,0,0,0,0,0
2650,AURKC,0,0,0,0,0
2651,EFHB,0,0,0,0,0
2652,APBB2,0,0,0,0,0
2653,CFL2,0,0,0,0,0
2654,ING4,0,0,0,0,0
2655,THAP7,0,0,0,0,0
2656,STMN1,0,0,0,0,0
2657,AAR2,0,0,0,0,0
2658,EYA4,0,0,0,0,1
2659,EIF2S2,0,0,0,0,0
2660,ADGRG2,0,0,0,0,0
2661,RNASEL,0,0,0,0,0
2662,NOC3L,0,0,0,0,0
2663,CA6,0,0,0,0,0
2664,HDAC7,0,0,0,0,0
2665,HLA-DRB5,0,0,0,0,0
2666,CTF1,0,0,0,0,0
2667,IL12B,0,0,0,0,0
2668,PIGU,0,0,0,0,0
2669,CHRNA5,0,0,0,0,0
2670,KIF11,0,0,0,0,0
2671,DNAJC11,0,0,0,0,0
2672,MAPKAPK5,0,0,0,0,0
2673,ABCA2,0,0,0,0,0
2674,GCLM,0,0,0,0,0
2675,TCEA1,0,0,0,0,0
2676,MVD,0,0,0,0,0
2677,PSMD7,0,0,0,0,0
2678,EXOC2,0,0,0,0,0
2679,ELP4,0,0,0,0,0
2680,ZNF664,0,0,0,0,0
2681,TREML1,0,0,0,0,0
2682,LYPLAL1,0,0,0,0,0
2683,CLTC,0,0,0,0,0
2684,DNAJC18,0,0,0,0,0
2685,CA2,0,0,0,0,0
2686,GZMB,0,0,0,0,0
2687,ARID5B,0,0,0,0,0
2688,MCRS1,0,0,0,0,0
2689,TBX20,0,0,0,1,1
2690,ITCH,0,0,0,0,0
2691,VSX2,0,0,0,0,0
2692,SHPK,0,0,0,0,0
2693,ZIM2,0,0,0,0,0
2694,AMPH,0,0,0,0,0
2695,IBA57,0,0,0,0,0
2696,ENSP00000478249,0,0,0,0,0
2697,CAV1,0,0,0,0,1
2698,ESCO1,0,0,0,0,0
2699,ENG,0,1,0,1,1
2700,C1QBP,0,0,0,0,0
2701,H3C3,0,0,0,0,0
2702,ATP6V0D1,0,0,0,0,0
2703,POMT1,0,0,0,0,0
2704,SLC27A4,0,0,0,0,0
2705,PARD6A,0,0,0,0,0
2706,DPM3,0,0,0,1,0
2707,CSPG4,0,0,0,0,0
2708,VASP,0,0,0,0,0
2709,TGM5,0,0,0,0,0
2710,MRPL49,0,0,0,0,0
2711,YTHDC2,0,0,0,0,0
2712,DYNLT3,0,0,0,0,0
2713,USF2,0,0,0,0,0
2714,VPS36,0,0,0,0,0
2715,COPS2,0,0,0,0,0
2716,WDR75,0,0,0,0,0
2717,RPL35A,0,0,0,0,0
2718,WASHC1,0,0,0,0,0
2719,HMGCS2,0,0,0,0,0
2720,GABPB1,0,0,0,0,0
2721,PDPR,0,0,0,0,0
2722,CELSR3,0,0,0,0,0
2723,SNTA1,0,0,0,0,0
2724,MTERF4,0,0,0,0,0
2725,RPL10L,0,0,0,0,0
2726,WWOX,0,0,0,0,0
2727,CA7,0,0,0,0,0
2728,FAF1,0,0,0,1,0
2729,FAAP100,0,0,0,0,0
2730,SYPL1,0,0,0,0,0
2731,DCTN4,0,0,0,0,0
2732,FFAR3,0,0,0,0,0
2733,KIF5B,0,0,0,0,0
2734,PUS7,0,0,0,0,0
2735,CACNG6,0,0,0,0,0
2736,MYOT,0,0,0,0,0
2737,SREBF2,0,0,0,0,0
2738,SLC7A1,0,0,0,0,0
2739,GGA3,0,0,0,0,0
2740,CPN1,1,0,0,0,0
2741,HMGCL,0,0,0,0,0
2742,DMAP1,0,0,0,0,0
2743,PSMD5,0,0,0,0,0
2744,TGFBR2,1,1,0,1,0
2745,SRP14,0,0,0,0,0
2746,KLRF1,0,0,0,0,0
2747,DLGAP5,0,0,0,0,0
2748,LUZP4,0,0,0,0,0
2749,EPN2,0,0,0,0,0
2750,TNNI2,0,0,0,0,0
2751,CD99L2,0,0,0,0,0
2752,PINK1,0,0,0,0,0
2753,NLE1,0,0,0,0,0
2754,TXK,0,0,0,0,0
2755,GLRX2,0,0,0,0,0
2756,IRAK1,0,0,0,0,0
2757,BET1L,0,0,0,0,0
2758,NKX2-3,0,0,0,0,0
2759,FBXW2,0,0,0,0,0
2760,ADI1,0,0,0,0,0
2761,PRKD3,0,0,0,0,0
2762,COX16,0,0,0,0,0
2763,SPATA5,0,0,0,0,0
2764,MTMR9,0,0,0,0,0
2765,IP6K2,0,0,0,0,0
2766,SOAT2,0,0,0,0,0
2767,TPMT,0,0,0,0,0
2768,DDX54,0,0,0,0,0
2769,ERI1,0,0,0,0,0
2770,KRT6B,0,0,0,0,0
2771,MYL1,0,0,0,0,0
2772,POU2F1,0,0,0,0,0
2773,IRF3,0,0,0,0,0
2774,CXXC4,0,0,0,0,0
2775,FOXA2,0,0,0,0,0
2776,BLVRB,0,0,0,0,0
2777,GNB2,0,0,0,0,0
2778,BHLHE40,0,0,0,0,0
2779,OPRD1,0,0,0,0,0
2780,TAF9B,0,0,0,0,0
2781,NIPBL,0,0,0,0,0
2782,SPAG1,0,0,0,0,0
2783,KCTD9,0,0,0,0,0
2784,FKRP,0,0,0,0,0
2785,MRPS34,0,0,0,0,0
2786,SGMS2,0,0,0,0,0
2787,CNIH4,0,0,0,0,0
2788,CLIC5,0,0,0,0,0
2789,SLIT1,0,0,0,0,0
2790,PHF5A,0,0,0,0,0
2791,LAT2,0,0,0,0,0
2792,ZCRB1,0,0,0,0,0
2793,CD209,0,0,0,0,0
2794,CCDC80,0,0,0,0,0
2795,MRPL4,0,0,0,0,0
2796,TSPOAP1,0,0,0,0,0
2797,CCT3,0,0,0,0,0
2798,MRPS12,0,0,0,0,0
2799,S100G,0,0,0,0,0
2800,EMC8,0,0,0,0,0
2801,KCNA3,0,0,0,0,0
2802,PEG10,0,0,0,0,0
2803,MT-ND2,0,0,0,0,0
2804,ACSBG1,0,0,0,0,0
2805,FKBP3,0,0,0,0,0
2806,WASHC2A,0,0,0,0,0
2807,BST1,0,0,0,0,0
2808,PDCD10,0,0,0,0,0
2809,CYP2A13,0,0,0,0,0
2810,TUBG1,0,0,0,0,0
2811,DSPP,0,0,0,0,0
2812,NSMF,0,0,0,0,0
2813,MCM4,0,0,0,0,0
2814,CAP1,0,0,0,0,0
2815,IL18,0,0,0,0,0
2816,LBP,0,0,0,0,0
2817,ZNRF4,0,0,0,0,0
2818,DNM2,0,0,0,0,0
2819,B3GALT6,0,0,0,1,0
2820,MYSM1,0,0,0,0,1
2821,RETN,0,0,0,0,0
2822,PICALM,0,0,0,1,0
2823,KAT7,0,0,0,0,0
2824,SIRPA,0,0,0,0,0
2825,MT-ATP8,0,0,0,0,0
2826,HMBS,0,0,0,0,0
2827,OPN1SW,0,0,0,0,0
2828,PAAF1,0,0,0,0,0
2829,TRAP1,0,0,0,0,0
2830,NT5C2,0,0,0,0,0
2831,SPR,0,0,0,0,0
2832,TNRC6A,0,0,0,0,0
2833,CENPA,0,0,0,0,0
2834,OPN1MW,0,0,0,0,0
2835,RPS17,0,0,0,0,0
2836,MICOS10,0,0,0,0,0
2837,METTL8,0,0,0,0,0
2838,EGLN1,0,0,0,0,0
2839,CCDC155,0,0,0,0,0
2840,TRAF3IP1,0,0,0,0,0
2841,LPIN2,0,0,0,0,0
2842,EIF4A2,0,0,0,1,0
2843,TRIM63,0,0,0,0,0
2844,SRPX2,0,0,0,0,0
2845,ZC3H14,0,0,0,0,0
2846,XPO5,0,0,0,0,0
2847,C1orf198,0,0,0,0,0
2848,CDC42EP5,0,0,0,0,0
2849,KDM3A,0,0,0,0,0
2850,IFIH1,0,0,0,0,1
2851,GCN1,0,0,0,0,0
2852,SUPT7L,0,0,0,0,0
2853,GTF2E2,0,0,0,0,0
2854,KCNAB2,0,0,0,0,0
2855,AARS2,0,0,0,0,0
2856,PTPN18,0,0,0,0,0
2857,CD19,0,0,0,0,0
2858,DDOST,1,0,0,0,0
2859,RPS14,0,0,0,0,0
2860,DLX2,0,0,0,0,0
2861,BST2,0,0,0,0,0
2862,BDNF,0,0,0,0,0
2863,DAPK1,0,0,0,0,0
2864,EPCAM,0,0,0,0,0
2865,CERS6,0,0,0,0,0
2866,FKBP2,0,0,0,0,0
2867,HLA-DRB1,0,0,0,0,0
2868,DRC1,0,0,0,0,0
2869,SHQ1,0,0,0,0,0
2870,ATP6V0D2,0,0,0,0,0
2871,GP6,0,0,0,0,0
2872,HDAC5,0,0,0,0,0
2873,CD3D,0,0,0,0,0
2874,STXBP6,0,0,0,0,0
2875,PMS1,0,0,0,0,0
2876,PDCD7,0,0,0,0,0
2877,TBX1,0,0,0,0,0
2878,ALDH3B1,0,0,0,0,0
2879,ACTR3C,0,0,0,0,0
2880,ACAD8,0,0,0,0,0
2881,OCRL,0,0,0,0,0
2882,ALDH6A1,0,0,0,0,0
2883,SNRNP35,0,0,0,0,0
2884,MAP4K1,0,0,0,0,0
2885,CFL1,0,0,1,0,0
2886,HMGN1,0,0,0,0,0
2887,WNT11,0,0,0,0,0
2888,PUS7L,0,0,0,0,0
2889,NLRP3,0,0,0,0,0
2890,RARRES2,0,0,0,0,0
2891,SEH1L,0,0,0,0,0
2892,GALR1,0,0,0,0,0
2893,PACSIN3,0,0,0,0,0
2894,CRH,0,0,0,0,0
2895,UBR5,0,0,0,0,0
2896,KLRC2,0,0,0,0,0
2897,PYCARD,0,0,0,0,0
2898,NTRK1,0,0,0,0,0
2899,ITLN1,0,0,0,0,0
2900,EZR,0,0,0,0,0
2901,PDE6B,0,0,0,0,0
2902,CACNG7,0,0,0,0,0
2903,PLIN3,0,0,0,0,0
2904,BCL11A,0,0,0,0,0
2905,CST7,0,0,0,0,0
2906,URB1,0,0,0,0,0
2907,GOLGA5,0,0,0,0,0
2908,PRPS2,0,0,0,0,0
2909,NAPG,0,0,0,0,0
2910,COL7A1,0,0,0,0,0
2911,MRPL48,0,0,0,0,0
2912,LTBP4,0,0,0,0,1
2913,SERPINB1,0,0,0,0,0
2914,G2E3,0,0,0,0,0
2915,RPL7L1,0,0,0,0,0
2916,MSN,0,0,1,0,0
2917,BMPR1B,0,0,0,0,1
2918,TCN1,0,0,0,0,0
2919,WDR25,0,0,0,0,0
2920,FAF2,0,0,0,0,0
2921,IL17RA,0,0,0,0,0
2922,TPK1,0,0,0,0,0
2923,TTF2,0,0,0,0,0
