Index1,Index2,Protein1,Protein2,score,InteractionType
3241,1329,AP4S1,AP2A1,966,Protein_Protein
162,3847,POLE2,CLSPN,894,Protein_Protein
162,3298,POLE2,POLG,926,Protein_Protein
162,1122,POLE2,CUL2,803,Protein_Protein
162,8670,POLE2,ELOB,800,Protein_Protein
162,3082,POLE2,LRR1,868,Protein_Protein
162,5644,POLE2,POLA1,996,Protein_Protein
162,4806,POLE2,CS,800,Protein_Protein
162,2298,POLE2,POLG2,915,Protein_Protein
162,2154,POLE2,MAD2L2,926,Protein_Protein
162,2147,POLE2,MCM2,992,Protein_Protein
162,6626,POLE2,TIPIN,977,Protein_Protein
162,814,POLE2,PRIM2,986,Protein_Protein
162,3443,POLE2,MCM6,995,Protein_Protein
162,1238,POLE2,KIF20A,761,Protein_Protein
162,7091,POLE2,CXorf56,797,Protein_Protein
162,4418,POLE2,CHRAC1,963,Protein_Protein
162,6637,POLE2,FEN1,883,Protein_Protein
162,6958,POLE2,GINS2,996,Protein_Protein
162,6751,POLE2,DRG1,810,Protein_Protein
162,3016,POLE2,ELOC,803,Protein_Protein
162,7651,POLE2,PRIM1,986,Protein_Protein
162,8556,POLE2,CDC6,943,Protein_Protein
162,4449,POLE2,RFC2,833,Protein_Protein
162,7984,POLE2,POLD1,992,Protein_Protein
162,8296,POLE2,MCM3,999,Protein_Protein
162,4461,POLE2,GINS3,989,Protein_Protein
162,8186,POLE2,CDC45,999,Protein_Protein
162,6883,POLE2,POLE3,999,Protein_Protein
162,5009,POLE2,WDHD1,995,Protein_Protein
162,4794,POLE2,REV3L,973,Protein_Protein
162,726,POLE2,GINS1,996,Protein_Protein
162,1580,POLE2,SLC25A1,810,Protein_Protein
162,3103,POLE2,CDC7,799,Protein_Protein
162,4945,POLE2,MCM7,982,Protein_Protein
162,3672,POLE2,POLE,999,Protein_Protein
162,247,POLE2,PEX19,790,Protein_Protein
162,256,POLE2,MCM8,863,Protein_Protein
162,5497,POLE2,RBX1,907,Protein_Protein
162,7634,POLE2,C15orf40,798,Protein_Protein
162,3889,POLE2,POLD2,987,Protein_Protein
162,5622,POLE2,ORC4,791,Protein_Protein
162,8397,POLE2,RFC3,906,Protein_Protein
162,6369,POLE2,ORC1,852,Protein_Protein
162,2203,POLE2,CRCP,900,Protein_Protein
162,7986,POLE2,RFC5,849,Protein_Protein
162,6064,POLE2,CHTF18,934,Protein_Protein
162,8019,POLE2,LIG1,841,Protein_Protein
162,5127,POLE2,GINS4,993,Protein_Protein
162,1516,POLE2,MCM10,961,Protein_Protein
162,2813,POLE2,MCM4,998,Protein_Protein
162,3111,POLE2,EXO1,866,Protein_Protein
162,5122,POLE2,GRN,797,Protein_Protein
162,3631,POLE2,POLE4,999,Protein_Protein
162,6337,POLE2,MCM5,998,Protein_Protein
162,5294,POLE2,POLD3,961,Protein_Protein
162,160,POLE2,RAD51,788,Protein_Protein
162,5264,POLE2,RFC4,935,Protein_Protein
162,5617,POLE2,DTL,762,Protein_Protein
162,7236,POLE2,MCM9,817,Protein_Protein
162,8337,POLE2,TIMELESS,966,Protein_Protein
162,407,POLE2,DNA2,802,Protein_Protein
162,542,POLE2,POLA2,991,Protein_Protein
3558,1007,SOS2,INSRR,913,Protein_Protein
3558,4313,SOS2,GAB2,991,Protein_Protein
3558,7351,SOS2,FGFR1,937,Protein_Protein
3558,4238,SOS2,PIK3CA,860,Protein_Protein
3558,4601,SOS2,SOS1,966,Protein_Protein
3558,788,SOS2,SHC3,931,Protein_Protein
3558,7772,SOS2,SHC1,999,Protein_Protein
3558,7187,SOS2,FGFR4,922,Protein_Protein
3558,8374,SOS2,SHC4,915,Protein_Protein
3558,4336,SOS2,HRAS,981,Protein_Protein
3558,529,SOS2,GRB2,999,Protein_Protein
3558,4165,SOS2,RASGRP3,917,Protein_Protein
3558,4869,SOS2,PDGFRB,925,Protein_Protein
3558,6411,SOS2,FRS2,915,Protein_Protein
3558,4441,SOS2,GAB1,978,Protein_Protein
3558,3010,SOS2,FGFR3,937,Protein_Protein
3558,501,SOS2,SRC,786,Protein_Protein
3558,6477,SOS2,GRAP,803,Protein_Protein
3558,2017,SOS2,IRS1,876,Protein_Protein
3558,7328,SOS2,RABIF,965,Protein_Protein
3558,794,SOS2,EGFR,998,Protein_Protein
3558,5578,SOS2,PTPN11,994,Protein_Protein
3558,6783,SOS2,CRK,790,Protein_Protein
3558,236,SOS2,RRAS,955,Protein_Protein
3558,5838,SOS2,NRAS,966,Protein_Protein
3558,1052,SOS2,RRAS2,940,Protein_Protein
3558,6988,SOS2,SHC2,921,Protein_Protein
3558,4103,SOS2,MRAS,948,Protein_Protein
3558,4842,SOS2,RASGRP1,928,Protein_Protein
3558,5487,SOS2,GRAP2,919,Protein_Protein
3558,8356,SOS2,KRAS,985,Protein_Protein
3558,1500,SOS2,FGFR2,933,Protein_Protein
3558,4409,SOS2,PDGFRA,920,Protein_Protein
3680,2927,PYGL,ENPP3,909,Protein_Protein
3680,215,PYGL,RIPK3,966,Protein_Protein
3680,8345,PYGL,UGP2,988,Protein_Protein
3680,3763,PYGL,GBE1,998,Protein_Protein
3680,4398,PYGL,AGL,997,Protein_Protein
3680,2344,PYGL,GYS1,909,Protein_Protein
3680,5678,PYGL,PGM1,914,Protein_Protein
3680,5994,PYGL,PHKA1,847,Protein_Protein
3680,7326,PYGL,PFKL,758,Protein_Protein
3680,4250,PYGL,GYS2,983,Protein_Protein
3680,4319,PYGL,PHKG2,858,Protein_Protein
3680,6106,PYGL,G6PC2,782,Protein_Protein
3680,7048,PYGL,MB,765,Protein_Protein
3680,4448,PYGL,INS,759,Protein_Protein
3680,3014,PYGL,AMY2B,970,Protein_Protein
3680,6515,PYGL,AMY1B,970,Protein_Protein
3680,5043,PYGL,GCK,805,Protein_Protein
3680,5393,PYGL,PHKB,877,Protein_Protein
3680,8804,PYGL,CALML4,854,Protein_Protein
3680,894,PYGL,GYG2,916,Protein_Protein
3680,5651,PYGL,CALM3,864,Protein_Protein
3680,6902,PYGL,PGM2L1,961,Protein_Protein
3680,5642,PYGL,PGM2,966,Protein_Protein
3680,2200,PYGL,CALML6,854,Protein_Protein
3680,973,PYGL,CALML3,861,Protein_Protein
3680,5824,PYGL,PGM5,844,Protein_Protein
3680,8644,PYGL,MGAM,970,Protein_Protein
3680,725,PYGL,CALML5,861,Protein_Protein
3680,6506,PYGL,MGAM2,952,Protein_Protein
3680,2611,PYGL,ENPP1,913,Protein_Protein
3680,5563,PYGL,G6PC3,789,Protein_Protein
3680,4817,PYGL,PYGM,955,Protein_Protein
3680,192,PYGL,PHKA2,855,Protein_Protein
3680,8810,PYGL,AMY2A,972,Protein_Protein
3680,7058,PYGL,GPI,814,Protein_Protein
3680,5366,PYGL,PYGB,984,Protein_Protein
3680,654,PYGL,OTC,840,Protein_Protein
3680,3373,PYGL,GYG1,847,Protein_Protein
3680,8434,PYGL,G6PC,791,Protein_Protein
3680,8465,PYGL,H6PD,791,Protein_Protein
7998,1854,GNPNAT1,HK3,932,Protein_Protein
7998,3185,GNPNAT1,HKDC1,932,Protein_Protein
7998,5676,GNPNAT1,GFPT2,993,Protein_Protein
7998,4280,GNPNAT1,GNPDA2,961,Protein_Protein
7998,1571,GNPNAT1,HK2,930,Protein_Protein
7998,7311,GNPNAT1,GNPDA1,971,Protein_Protein
7998,2417,GNPNAT1,GFPT1,994,Protein_Protein
7998,6528,GNPNAT1,PGM3,997,Protein_Protein
7998,5078,GNPNAT1,HK1,939,Protein_Protein
7998,7116,GNPNAT1,NAGK,980,Protein_Protein
7998,936,GNPNAT1,UAP1,875,Protein_Protein
7998,1899,GNPNAT1,AMDHD2-2,934,Protein_Protein
6797,6385,CNIH1,GRIA3,784,Protein_Protein
6797,2518,CNIH1,GRIA1,967,Protein_Protein
6797,3142,CNIH1,GRIA4,813,Protein_Protein
6797,3204,CNIH1,TMED10,828,Protein_Protein
6797,1808,CNIH1,TGFA,884,Protein_Protein
6797,3193,CNIH1,GRIA2,798,Protein_Protein
6797,3415,CNIH1,CACNG8,789,Protein_Protein
6797,6729,CNIH1,PRPF19,897,Protein_Protein
6797,2269,CNIH1,NT5C1A,868,Protein_Protein
3969,1491,ATP6V1D,CCDC115,929,Protein_Protein
3969,5041,ATP6V1D,ATP6V1G3,986,Protein_Protein
3969,1173,ATP6V1D,ATP5F1C,932,Protein_Protein
3969,5476,ATP6V1D,ATP4A,830,Protein_Protein
3969,8047,ATP6V1D,ATP6V1C2,997,Protein_Protein
3969,1484,ATP6V1D,TCIRG1,994,Protein_Protein
3969,1817,ATP6V1D,ATP6V1B2,999,Protein_Protein
3969,5627,ATP6V1D,C9orf16,832,Protein_Protein
3969,3925,ATP6V1D,ATP6V1H,999,Protein_Protein
3969,6741,ATP6V1D,RNASEK,997,Protein_Protein
3969,1773,ATP6V1D,ATP6V0E2,971,Protein_Protein
3969,3122,ATP6V1D,ATP5F1D,931,Protein_Protein
3969,6586,ATP6V1D,ATP6V1A,999,Protein_Protein
3969,6451,ATP6V1D,ATP6V1E1,999,Protein_Protein
3969,8790,ATP6V1D,ATP6AP1,997,Protein_Protein
3969,3854,ATP6V1D,ATP5PO,828,Protein_Protein
3969,6887,ATP6V1D,ATP6V1E2,999,Protein_Protein
3969,6629,ATP6V1D,PPA2,767,Protein_Protein
3969,3469,ATP6V1D,ATP6V1F,999,Protein_Protein
3969,480,ATP6V1D,ATP5F1B,842,Protein_Protein
3969,2351,ATP6V1D,ATP6V1B1,999,Protein_Protein
3969,8107,ATP6V1D,TMEM199,930,Protein_Protein
3969,796,ATP6V1D,ATP6AP2,995,Protein_Protein
3969,3898,ATP6V1D,ATP6V0A4,998,Protein_Protein
3969,7846,ATP6V1D,MEAK7,926,Protein_Protein
3969,5502,ATP6V1D,ATP6V0A1,999,Protein_Protein
3969,7018,ATP6V1D,ATP6V0A2,995,Protein_Protein
3969,6790,ATP6V1D,ATP5MC3,895,Protein_Protein
3969,5320,ATP6V1D,ATP5MC2,869,Protein_Protein
3969,866,ATP6V1D,ATP5MC1,881,Protein_Protein
3969,3200,ATP6V1D,ATP6AP1L,900,Protein_Protein
3969,4482,ATP6V1D,LIM2,985,Protein_Protein
3969,6297,ATP6V1D,ATP12A,820,Protein_Protein
3969,2140,ATP6V1D,AK6,792,Protein_Protein
3969,2870,ATP6V1D,ATP6V0D2,999,Protein_Protein
3969,3028,ATP6V1D,H7C0C1_HUMAN,820,Protein_Protein
3969,1906,ATP6V1D,ATP6V1C1,999,Protein_Protein
3969,7475,ATP6V1D,ATP6V1G2,997,Protein_Protein
3969,8460,ATP6V1D,ATP6V0E1,998,Protein_Protein
3969,2264,ATP6V1D,MT-ATP6,811,Protein_Protein
3969,2702,ATP6V1D,ATP6V0D1,999,Protein_Protein
3969,1925,ATP6V1D,ATP6V1G1,999,Protein_Protein
3969,7482,ATP6V1D,ATP6V0C,999,Protein_Protein
3969,755,ATP6V1D,ATP5F1A,934,Protein_Protein
3969,5285,ATP6V1D,ATP6V0B,999,Protein_Protein
1941,329,PLEK2,CYTH3,834,Protein_Protein
1941,6461,PLEK2,FERMT1,800,Protein_Protein
1941,501,PLEK2,SRC,868,Protein_Protein
1941,1282,PLEK2,CYTH1,919,Protein_Protein
1941,1538,PLEK2,PLEKHA3,782,Protein_Protein
1941,6961,PLEK2,MCF2,969,Protein_Protein
1941,8605,PLEK2,ANK3,803,Protein_Protein
1941,6865,PLEK2,ANK1,812,Protein_Protein
1941,195,PLEK2,OSBP,909,Protein_Protein
1941,4527,PLEK2,PHLPP1,788,Protein_Protein
1941,4938,PLEK2,PLCD1,902,Protein_Protein
1941,3715,PLEK2,BTK,868,Protein_Protein
1941,4354,PLEK2,CDC42,842,Protein_Protein
1941,4855,PLEK2,ANK2,801,Protein_Protein
1941,2761,PLEK2,PRKD3,768,Protein_Protein
1941,1532,PLEK2,ARF1,782,Protein_Protein
1941,8147,PLEK2,RHOA,821,Protein_Protein
1941,3021,PLEK2,AKT2,766,Protein_Protein
1941,2818,PLEK2,DNM2,799,Protein_Protein
1941,7328,PLEK2,RABIF,846,Protein_Protein
1941,1914,PLEK2,OSBP2,767,Protein_Protein
1941,5224,PLEK2,ARF6,772,Protein_Protein
1941,3510,PLEK2,RASA1,803,Protein_Protein
1941,1599,PLEK2,AKT1,871,Protein_Protein
6868,2206,PIGH,PIGQ,999,Protein_Protein
6868,5350,PIGH,PIGA,999,Protein_Protein
6868,6312,PIGH,PIGM,818,Protein_Protein
6868,3468,PIGH,PIGY,999,Protein_Protein
6868,4286,PIGH,PIGL,986,Protein_Protein
6868,2245,PIGH,CDIPT,803,Protein_Protein
6868,121,PIGH,PIGO,798,Protein_Protein
6868,2627,PIGH,PIGV,811,Protein_Protein
6868,452,PIGH,PIGB,854,Protein_Protein
6868,2483,PIGH,PIGG,820,Protein_Protein
6868,5595,PIGH,PYURF,839,Protein_Protein
6868,8415,PIGH,DPM2,999,Protein_Protein
6868,4756,PIGH,PIGP,999,Protein_Protein
6868,1327,PIGH,PIGC,999,Protein_Protein
1453,7996,PSMA3,UBC,948,Protein_Protein
1453,837,PSMA3,PSMD8,999,Protein_Protein
1453,1445,PSMA3,CCT8,847,Protein_Protein
1453,6168,PSMA3,PSME2,992,Protein_Protein
1453,650,PSMA3,PSMC6,999,Protein_Protein
1453,2091,PSMA3,PSMB3,999,Protein_Protein
1453,6770,PSMA3,POMP,999,Protein_Protein
1453,4274,PSMA3,CCT2,850,Protein_Protein
1453,2579,PSMA3,PSMG1,818,Protein_Protein
1453,5411,PSMA3,PSMD14,999,Protein_Protein
1453,8113,PSMA3,PSMB9,999,Protein_Protein
1453,6013,PSMA3,PSMC1,999,Protein_Protein
1453,3580,PSMA3,EEF2,754,Protein_Protein
1453,7832,PSMA3,PSMB8,999,Protein_Protein
1453,2020,PSMA3,PSMD1,999,Protein_Protein
1453,6579,PSMA3,NEDD8,836,Protein_Protein
1453,3757,PSMA3,PSMB2,999,Protein_Protein
1453,1517,PSMA3,EIF3I,805,Protein_Protein
1453,5867,PSMA3,PSMA4,999,Protein_Protein
1453,5046,PSMA3,MPND,779,Protein_Protein
1453,2278,PSMA3,AKIRIN2,854,Protein_Protein
1453,564,PSMA3,PSMA5,999,Protein_Protein
1453,5586,PSMA3,PSMD2,999,Protein_Protein
1453,2454,PSMA3,PSMA8,995,Protein_Protein
1453,7948,PSMA3,CCT7,774,Protein_Protein
1453,326,PSMA3,CCT4,802,Protein_Protein
1453,2677,PSMA3,PSMD7,999,Protein_Protein
1453,4891,PSMA3,PSMB1,999,Protein_Protein
1453,280,PSMA3,PSMD13,998,Protein_Protein
1453,4028,PSMA3,PSMA6,999,Protein_Protein
1453,3113,PSMA3,RPS27A,974,Protein_Protein
1453,6257,PSMA3,PSMD12,999,Protein_Protein
1453,45,PSMA3,PRKN,786,Protein_Protein
1453,8422,PSMA3,EEF1B2,888,Protein_Protein
1453,3949,PSMA3,UBQLN4,995,Protein_Protein
1453,4023,PSMA3,PSMA1,999,Protein_Protein
1453,677,PSMA3,PSME1,986,Protein_Protein
1453,6875,PSMA3,PSME3,802,Protein_Protein
1453,1241,PSMA3,PSMB6,999,Protein_Protein
1453,5941,PSMA3,ADRM1,960,Protein_Protein
1453,4528,PSMA3,RPSA,768,Protein_Protein
1453,4860,PSMA3,PSMB4,999,Protein_Protein
1453,6217,PSMA3,PSMB5,999,Protein_Protein
1453,4329,PSMA3,PSMD6,999,Protein_Protein
1453,7084,PSMA3,PSMB7,999,Protein_Protein
1453,3979,PSMA3,UCHL5,998,Protein_Protein
1453,7872,PSMA3,PSMB11,931,Protein_Protein
1453,6464,PSMA3,RPS16,819,Protein_Protein
1453,8201,PSMA3,PSMF1,942,Protein_Protein
1453,6735,PSMA3,PSMB10,999,Protein_Protein
1453,3284,PSMA3,BRCC3,781,Protein_Protein
1453,5632,PSMA3,UBB,945,Protein_Protein
1453,2331,PSMA3,PSMG2,981,Protein_Protein
1453,7518,PSMA3,USP14,991,Protein_Protein
1453,8111,PSMA3,PSMA2,999,Protein_Protein
1453,7055,PSMA3,PSMD3,998,Protein_Protein
1453,3227,PSMA3,PSMC2,999,Protein_Protein
1453,122,PSMA3,PSMA7,999,Protein_Protein
1453,4417,PSMA3,PSMD4,999,Protein_Protein
1453,4063,PSMA3,SNCA,802,Protein_Protein
1453,388,PSMA3,PSMC5,998,Protein_Protein
1453,3599,PSMA3,PSMC3,999,Protein_Protein
1453,7707,PSMA3,RPS20,774,Protein_Protein
1453,7185,PSMA3,PSMC4,998,Protein_Protein
1453,5050,PSMA3,PSME4,997,Protein_Protein
1453,507,PSMA3,CCT5,806,Protein_Protein
1453,2820,PSMA3,MYSM1,779,Protein_Protein
1453,6894,PSMA3,PSMD11,999,Protein_Protein
1453,6985,PSMA3,UBA52,940,Protein_Protein
1453,5760,PSMA3,PSMD9,822,Protein_Protein
1453,4253,PSMA3,CDKN1A,871,Protein_Protein
35,6915,AHSA1,HSPA4,971,Protein_Protein
35,8789,AHSA1,HSPE1,831,Protein_Protein
35,2543,AHSA1,HSP90AB1,999,Protein_Protein
35,8108,AHSA1,CDC37,968,Protein_Protein
35,342,AHSA1,CHORDC1,858,Protein_Protein
35,6974,AHSA1,HSP90AA1,999,Protein_Protein
35,4859,AHSA1,CFTR,867,Protein_Protein
35,2618,AHSA1,UNC45A,828,Protein_Protein
35,7356,AHSA1,NKTR,808,Protein_Protein
35,6624,AHSA1,HSPD1,782,Protein_Protein
35,1469,AHSA1,PPIG,811,Protein_Protein
35,6994,AHSA1,DNAJA1,902,Protein_Protein
35,1169,AHSA1,TSC1,812,Protein_Protein
35,888,AHSA1,UNC45B,755,Protein_Protein
35,7742,AHSA1,HSP90B1,915,Protein_Protein
35,600,AHSA1,FKBP4,973,Protein_Protein
35,2829,AHSA1,TRAP1,877,Protein_Protein
35,6711,AHSA1,DNAJB4,776,Protein_Protein
35,4467,AHSA1,STIP1,998,Protein_Protein
35,7441,AHSA1,HSPA8,930,Protein_Protein
35,2441,AHSA1,PPID,950,Protein_Protein
35,7385,AHSA1,DNAJB1,897,Protein_Protein
35,1168,AHSA1,PTGES3,994,Protein_Protein
35,646,AHSA1,SRPK1,800,Protein_Protein
4546,7414,SPTLC2,SMPD2,798,Protein_Protein
4546,7373,SPTLC2,SHMT2,849,Protein_Protein
4546,8409,SPTLC2,SPTSSB,998,Protein_Protein
4546,6306,SPTLC2,SPTLC1,999,Protein_Protein
4546,7303,SPTLC2,TLCD3B,872,Protein_Protein
4546,47,SPTLC2,DEGS1,817,Protein_Protein
4546,2865,SPTLC2,CERS6,804,Protein_Protein
4546,2193,SPTLC2,ORMDL1,953,Protein_Protein
4546,4140,SPTLC2,ORMDL3,999,Protein_Protein
4546,4465,SPTLC2,CERK,792,Protein_Protein
4546,6110,SPTLC2,SMPD1,797,Protein_Protein
4546,1286,SPTLC2,SDSL,839,Protein_Protein
4546,1001,SPTLC2,ASAH1,761,Protein_Protein
4546,3493,SPTLC2,ZDHHC9,908,Protein_Protein
4546,5441,SPTLC2,CERS4,754,Protein_Protein
4546,8248,SPTLC2,SRR,833,Protein_Protein
4546,7572,SPTLC2,SPTLC3,942,Protein_Protein
4546,7851,SPTLC2,CERS1,772,Protein_Protein
4546,5455,SPTLC2,CERS2,763,Protein_Protein
4546,4247,SPTLC2,AGXT,872,Protein_Protein
4546,1855,SPTLC2,KDSR,990,Protein_Protein
4546,7301,SPTLC2,SPHK1,778,Protein_Protein
4546,8743,SPTLC2,SPHK2,773,Protein_Protein
4546,4018,SPTLC2,UGCG,826,Protein_Protein
4546,6767,SPTLC2,PSPH,833,Protein_Protein
4546,7540,SPTLC2,ORM1,910,Protein_Protein
4546,1542,SPTLC2,CBS,840,Protein_Protein
4546,8092,SPTLC2,GOLGA7,900,Protein_Protein
4546,202,SPTLC2,SDS,847,Protein_Protein
4546,7648,SPTLC2,SPTSSA,999,Protein_Protein
4546,3177,SPTLC2,SHMT1,852,Protein_Protein
4546,5265,SPTLC2,ORMDL2,946,Protein_Protein
6497,3345,RIN3,SLC24A4,830,Protein_Protein
6497,3318,RIN3,RAB5A,917,Protein_Protein
6497,8282,RIN3,CD2AP,973,Protein_Protein
6497,3139,RIN3,BIN1,999,Protein_Protein
6497,1470,RIN3,RAB31,829,Protein_Protein
6497,8723,RIN3,RAB5B,929,Protein_Protein
5027,6022,ALKBH1,ALKBH7,946,Protein_Protein
5027,2314,ALKBH1,WTAP,841,Protein_Protein
5027,4453,ALKBH1,ALKBH4,955,Protein_Protein
5027,5638,ALKBH1,FTO,958,Protein_Protein
5027,4498,ALKBH1,ALKBH3,990,Protein_Protein
5027,5496,ALKBH1,YTHDC1,803,Protein_Protein
5027,3548,ALKBH1,ALKBH8,953,Protein_Protein
5027,7845,ALKBH1,ALKBH5,980,Protein_Protein
5027,4378,ALKBH1,JMJD4,967,Protein_Protein
5027,3988,ALKBH1,METTL4,761,Protein_Protein
5027,8849,ALKBH1,VIRMA,788,Protein_Protein
5027,4167,ALKBH1,ALKBH2,986,Protein_Protein
5027,5964,ALKBH1,ALKBH6,954,Protein_Protein
5027,2239,ALKBH1,YTHDF2,791,Protein_Protein
5027,5303,ALKBH1,METTL3,858,Protein_Protein
5027,7382,ALKBH1,YTHDF1,809,Protein_Protein
5027,7108,ALKBH1,METTL14,852,Protein_Protein
5027,97,ALKBH1,TRMT6,805,Protein_Protein
5027,2711,ALKBH1,YTHDC2,767,Protein_Protein
5991,7752,CHGA,CHGB,994,Protein_Protein
5991,1584,CHGA,GCG,853,Protein_Protein
5991,8105,CHGA,ENO2,941,Protein_Protein
5991,1378,CHGA,KRT20,776,Protein_Protein
5991,2450,CHGA,SCG5,800,Protein_Protein
5991,375,CHGA,SYP,932,Protein_Protein
5991,8419,CHGA,GAST,840,Protein_Protein
5991,738,CHGA,SST,921,Protein_Protein
5991,802,CHGA,SCG3,990,Protein_Protein
5991,3980,CHGA,SCG2,954,Protein_Protein
5991,5331,CHGA,CPE,863,Protein_Protein
5991,6901,CHGA,NCAM1,830,Protein_Protein
6380,8683,SIX4,EYA3,754,Protein_Protein
6380,7481,SIX4,LBX1,752,Protein_Protein
6380,4901,SIX4,KDM6A,784,Protein_Protein
6380,2658,SIX4,EYA4,803,Protein_Protein
6380,5385,SIX4,EYA2,946,Protein_Protein
6380,8240,SIX4,EYA1,882,Protein_Protein
157,316,SLC10A1,NR1H4,878,Protein_Protein
157,4775,SLC10A1,ABCB4,789,Protein_Protein
157,4330,SLC10A1,SLCO1B1,886,Protein_Protein
157,4206,SLC10A1,SLCO1A2,933,Protein_Protein
157,248,SLC10A1,SLC51A,798,Protein_Protein
157,4476,SLC10A1,SLC22A7,754,Protein_Protein
157,7516,SLC10A1,NR0B2,866,Protein_Protein
157,3126,SLC10A1,IGHV3-16,900,Protein_Protein
157,1518,SLC10A1,ERVFRD-1,797,Protein_Protein
157,7868,SLC10A1,FABP6,867,Protein_Protein
157,4115,SLC10A1,ERV3-1,792,Protein_Protein
157,4589,SLC10A1,ERVW-1,798,Protein_Protein
157,5399,SLC10A1,ABCB11,918,Protein_Protein
157,2183,SLC10A1,SLC51B,802,Protein_Protein
157,5612,SLC10A1,SLC26A5,849,Protein_Protein
157,794,SLC10A1,EGFR,853,Protein_Protein
157,8788,SLC10A1,CYP8B1,825,Protein_Protein
157,5020,SLC10A1,SLCO1B3,869,Protein_Protein
157,4405,SLC10A1,CYP7A1,909,Protein_Protein
157,1045,SLC10A1,SLC10A7,915,Protein_Protein
157,206,SLC10A1,ABCC2,792,Protein_Protein
7864,1517,EIF5,EIF3I,999,Protein_Protein
7864,1590,EIF5,EIF2S1,998,Protein_Protein
7864,5552,EIF5,MRPS7,797,Protein_Protein
7864,3720,EIF5,RPS29,895,Protein_Protein
7864,8258,EIF5,RPS26,964,Protein_Protein
7864,7338,EIF5,EIF1AX,975,Protein_Protein
7864,3580,EIF5,EEF2,860,Protein_Protein
7864,4155,EIF5,EIF3D,997,Protein_Protein
7864,7585,EIF5,EIF4G1,990,Protein_Protein
7864,8645,EIF5,EIF5B,992,Protein_Protein
7864,2659,EIF5,EIF2S2,999,Protein_Protein
7864,7371,EIF5,RPS27,926,Protein_Protein
7864,5200,EIF5,ABCE1,986,Protein_Protein
7864,6278,EIF5,MRPS10,810,Protein_Protein
7864,4385,EIF5,RPS4Y1,820,Protein_Protein
7864,5246,EIF5,EIF3C,998,Protein_Protein
7864,7243,EIF5,SELENOP,908,Protein_Protein
7864,1035,EIF5,RPS11,958,Protein_Protein
7864,7364,EIF5,MRNIP,820,Protein_Protein
7864,5143,EIF5,EIF3J,998,Protein_Protein
7864,4208,EIF5,DENR,895,Protein_Protein
7864,5585,EIF5,EIF4G2,765,Protein_Protein
7864,3113,EIF5,RPS27A,928,Protein_Protein
7864,4907,EIF5,RPS3A,979,Protein_Protein
7864,3510,EIF5,RASA1,817,Protein_Protein
7864,1669,EIF5,RPS13,923,Protein_Protein
7864,2520,EIF5,RPS3,988,Protein_Protein
7864,6136,EIF5,FAU,985,Protein_Protein
7864,7973,EIF5,EIF3K,916,Protein_Protein
7864,7328,EIF5,RABIF,886,Protein_Protein
7864,1737,EIF5,EIF4B,993,Protein_Protein
7864,7367,EIF5,EIF1AY,921,Protein_Protein
7864,8372,EIF5,MRPS5,804,Protein_Protein
7864,8701,EIF5,RPS9,943,Protein_Protein
7864,7831,EIF5,EIF3F,973,Protein_Protein
7864,7951,EIF5,EIF1,999,Protein_Protein
7864,5136,EIF5,EIF3H,970,Protein_Protein
7864,76,EIF5,RSRC1,807,Protein_Protein
7864,656,EIF5,RPS23,965,Protein_Protein
7864,3890,EIF5,EIF3M,880,Protein_Protein
7864,6090,EIF5,EIF3E,992,Protein_Protein
7864,2859,EIF5,RPS14,943,Protein_Protein
7864,6073,EIF5,RPS15A,783,Protein_Protein
7864,6034,EIF5,EIF3G,999,Protein_Protein
7864,2945,EIF5,EIF3CL,993,Protein_Protein
7864,6464,EIF5,RPS16,968,Protein_Protein
7864,2067,EIF5,RPS12,909,Protein_Protein
7864,5112,EIF5,WDR31,833,Protein_Protein
7864,4752,EIF5,RPS18,945,Protein_Protein
7864,2842,EIF5,EIF4A2,988,Protein_Protein
7864,4706,EIF5,EIF3L,889,Protein_Protein
7864,3960,EIF5,RPS19,966,Protein_Protein
7864,6435,EIF5,CXorf66,806,Protein_Protein
7864,7833,EIF5,RACK1,912,Protein_Protein
7864,5328,EIF5,EIF2B5,821,Protein_Protein
7864,4528,EIF5,RPSA,937,Protein_Protein
7864,6960,EIF5,EIF2S3B,917,Protein_Protein
7864,431,EIF5,EIF3A,998,Protein_Protein
7864,3417,EIF5,RPS4Y2,820,Protein_Protein
7864,5072,EIF5,RPS10,904,Protein_Protein
7864,6642,EIF5,MRPS11,801,Protein_Protein
7864,7781,EIF5,EIF2B3,753,Protein_Protein
7864,3704,EIF5,RPS27L,926,Protein_Protein
7864,2798,EIF5,MRPS12,798,Protein_Protein
7864,3063,EIF5,RPS24,966,Protein_Protein
7864,22,EIF5,RPS21,947,Protein_Protein
7864,3797,EIF5,EIF4E,987,Protein_Protein
7864,1178,EIF5,RPS8,953,Protein_Protein
7864,4413,EIF5,RPS2,969,Protein_Protein
7864,2471,EIF5,RPS15,980,Protein_Protein
7864,1489,EIF5,EIF1B,897,Protein_Protein
7864,7787,EIF5,CCDC105,799,Protein_Protein
7864,8526,EIF5,RPS10-NUDT3,772,Protein_Protein
7864,6181,EIF5,EIF3B,999,Protein_Protein
7864,3594,EIF5,RPS6,982,Protein_Protein
7864,8171,EIF5,EIF2S3,995,Protein_Protein
7864,7467,EIF5,EEFSEC,890,Protein_Protein
7864,885,EIF5,EIF2B2,762,Protein_Protein
7864,5036,EIF5,EIF6,826,Protein_Protein
