Index1,Index2,Protein1,Protein2,Score,InteractionType
839,1119,ARF5,ACAP1,825,Protein_Protein
839,2709,ARF5,COPA,718,Protein_Protein
839,8116,ARF5,RAB11FIP3,952,Protein_Protein
839,1238,ARF5,COPB2,752,Protein_Protein
839,7716,ARF5,COPE,795,Protein_Protein
839,564,ARF5,ARF3,756,Protein_Protein
839,3211,ARF5,ARFGAP1,795,Protein_Protein
839,2363,ARF5,RAB11FIP1,755,Protein_Protein
839,6093,ARF5,CYTH1,765,Protein_Protein
839,9011,ARF5,IQSEC1,835,Protein_Protein
839,7357,ARF5,RAB11A,792,Protein_Protein
839,6896,ARF5,ARFGAP2,785,Protein_Protein
839,6953,ARF5,COPB1,846,Protein_Protein
839,6055,ARF5,ARF4,888,Protein_Protein
839,4846,ARF5,ASAP1,892,Protein_Protein
839,9040,ARF5,RAB11FIP4,847,Protein_Protein
839,9690,ARF5,GORAB,745,Protein_Protein
839,5883,ARF5,ACAP2,815,Protein_Protein
839,9158,ARF5,ARFGAP3,737,Protein_Protein
839,2255,ARF5,ARFIP1,861,Protein_Protein
839,8900,ARF5,ARF1,862,Protein_Protein
839,6080,ARF5,CDKN2A,760,Protein_Protein
839,4393,ARF5,GBF1,828,Protein_Protein
839,2033,ARF5,ARFIP2,842,Protein_Protein
839,9166,ARF5,AGAP1,702,Protein_Protein
839,896,ARF5,ASAP2,747,Protein_Protein
839,4044,ARF5,COPZ1,705,Protein_Protein
4563,6454,M6PR,GGA3,993,Protein_Protein
4563,738,M6PR,VTI1A,745,Protein_Protein
4563,5363,M6PR,TGOLN2,748,Protein_Protein
4563,3051,M6PR,GGA2,911,Protein_Protein
4563,1990,M6PR,GGA1,957,Protein_Protein
4563,2360,M6PR,IGF2R,991,Protein_Protein
4563,3486,M6PR,PLIN3,872,Protein_Protein
6695,5199,FKBP4,STIP1,979,Protein_Protein
6695,1855,FKBP4,NR3C2,945,Protein_Protein
6695,7352,FKBP4,FKBP5,972,Protein_Protein
6695,8971,FKBP4,SERPINB2,712,Protein_Protein
6695,5550,FKBP4,HSPA8,942,Protein_Protein
6695,6220,FKBP4,GLMN,983,Protein_Protein
6695,2532,FKBP4,HSF1,783,Protein_Protein
6695,3722,FKBP4,HSPA2,748,Protein_Protein
6695,4249,FKBP4,MTOR,961,Protein_Protein
6695,4368,FKBP4,AKT1,914,Protein_Protein
6695,6720,FKBP4,PTGES3,990,Protein_Protein
6695,778,FKBP4,DNAJB1,957,Protein_Protein
6695,6106,FKBP4,PPID,937,Protein_Protein
6695,3383,FKBP4,HSP90AB1,999,Protein_Protein
6695,5255,FKBP4,HSPA4,998,Protein_Protein
6695,6748,FKBP4,CDC37L1,734,Protein_Protein
6695,8460,FKBP4,CDC37,859,Protein_Protein
6695,2358,FKBP4,NR3C1,996,Protein_Protein
6695,5842,FKBP4,HSP90AA1,999,Protein_Protein
6695,3276,FKBP4,PHYH,783,Protein_Protein
6695,529,FKBP4,PGR,977,Protein_Protein
6695,8080,FKBP4,S100A1,742,Protein_Protein
6695,2678,FKBP4,AHSA1,973,Protein_Protein
6695,1463,FKBP4,DCTN2,761,Protein_Protein
6695,6063,FKBP4,PHLPP1,993,Protein_Protein
6695,6111,FKBP4,CLCA1,745,Protein_Protein
6695,7522,FKBP4,ADSL,849,Protein_Protein
6695,1393,FKBP4,HSPA1A,771,Protein_Protein
6695,883,FKBP4,ESR1,893,Protein_Protein
6695,5888,FKBP4,AR,928,Protein_Protein
6695,1926,FKBP4,HSPA1B,806,Protein_Protein
6695,3235,FKBP4,CHUK,801,Protein_Protein
9330,8972,CYP26B1,CYP2C9,938,Protein_Protein
9330,1683,CYP26B1,CYP4A22,927,Protein_Protein
9330,8257,CYP26B1,CYP3A7,936,Protein_Protein
9330,936,CYP26B1,CYP3A5,935,Protein_Protein
9330,6371,CYP26B1,CRABP1,750,Protein_Protein
9330,5459,CYP26B1,CYP2C8,940,Protein_Protein
9330,1191,CYP26B1,CYP2S1,941,Protein_Protein
9330,517,CYP26B1,RDH10,751,Protein_Protein
9330,4575,CYP26B1,ALDH1A1,964,Protein_Protein
9330,6636,CYP26B1,CYP26A1,919,Protein_Protein
9330,2584,CYP26B1,CYP26C1,922,Protein_Protein
9330,2615,CYP26B1,ENSP00000480571,932,Protein_Protein
9330,8512,CYP26B1,CYP1A2,945,Protein_Protein
9330,6084,CYP26B1,CYP3A4,939,Protein_Protein
9330,7024,CYP26B1,CYP1A1,943,Protein_Protein
9330,2017,CYP26B1,AOX1,921,Protein_Protein
9330,3444,CYP26B1,CYP2C18,937,Protein_Protein
9330,2005,CYP26B1,CYP2A6,936,Protein_Protein
9330,1249,CYP26B1,UGT2B7,714,Protein_Protein
9330,8324,CYP26B1,CYP2B6,936,Protein_Protein
9330,9388,CYP26B1,CYP4A11,926,Protein_Protein
9330,8648,CYP26B1,UGT2A2,702,Protein_Protein
9330,7242,CYP26B1,STRA8,934,Protein_Protein
9330,3082,CYP26B1,ALDH1A3,973,Protein_Protein
9330,9766,CYP26B1,ALDH1A2,988,Protein_Protein
9330,1658,CYP26B1,NANOS2,956,Protein_Protein
9330,4544,CYP26B1,UGT1A6,706,Protein_Protein
4288,5848,NDUFAF7,NDUFAF3,732,Protein_Protein
4288,3639,NDUFAF7,NDUFAF6,841,Protein_Protein
4288,4233,NDUFAF7,NDUFA7,740,Protein_Protein
4288,5475,NDUFAF7,NDUFS3,735,Protein_Protein
4288,6965,NDUFAF7,NDUFS2,947,Protein_Protein
4288,5513,NDUFAF7,TIMMDC1,719,Protein_Protein
4288,7485,NDUFAF7,NDUFA10,721,Protein_Protein
4288,3073,NDUFAF7,NDUFS8,791,Protein_Protein
4288,7678,NDUFAF7,NDUFAF4,740,Protein_Protein
4288,5029,NDUFAF7,NDUFS7,813,Protein_Protein
4288,2097,NDUFAF7,NDUFAF1,799,Protein_Protein
4288,332,NDUFAF7,TMEM126B,820,Protein_Protein
4288,8321,NDUFAF7,NDUFAF5,920,Protein_Protein
4288,5446,NDUFAF7,NUBPL,790,Protein_Protein
4288,513,NDUFAF7,NDUFAF2,790,Protein_Protein
4288,7719,NDUFAF7,NDUFB5,708,Protein_Protein
4288,2835,NDUFAF7,NDUFA13,702,Protein_Protein
4288,2755,NDUFAF7,ATP5F1C,825,Protein_Protein
4288,8349,NDUFAF7,ACAD9,746,Protein_Protein
4288,1171,NDUFAF7,ECSIT,760,Protein_Protein
4288,7666,NDUFAF7,TMEM186,714,Protein_Protein
4288,7960,NDUFAF7,NDUFA5,705,Protein_Protein
1225,9658,FUCA2,FUCA1,928,Protein_Protein
1225,1144,FUCA2,GLB1,752,Protein_Protein
5706,3742,HS3ST1,HS2ST1,877,Protein_Protein
5706,8062,HS3ST1,SULT1C3,847,Protein_Protein
5706,7292,HS3ST1,UST,791,Protein_Protein
5706,8255,HS3ST1,GLCE,736,Protein_Protein
5706,1859,HS3ST1,SULT1B1,845,Protein_Protein
5706,7041,HS3ST1,SULT1C4,845,Protein_Protein
5706,9806,HS3ST1,HS6ST1,754,Protein_Protein
7532,1523,SEMA3F,PLXNA4,842,Protein_Protein
7532,325,SEMA3F,PLXNA1,992,Protein_Protein
7532,7004,SEMA3F,NRCAM,750,Protein_Protein
7532,9692,SEMA3F,NRP1,999,Protein_Protein
7532,5884,SEMA3F,PLXND1,732,Protein_Protein
7532,4713,SEMA3F,NRP2,999,Protein_Protein
7532,1267,SEMA3F,PLXNA3,999,Protein_Protein
236,9276,CFTR,PRKACG,976,Protein_Protein
236,4109,CFTR,RNF5,979,Protein_Protein
236,1132,CFTR,CANX,936,Protein_Protein
236,3613,CFTR,PRSS1,854,Protein_Protein
236,1954,CFTR,GOPC,992,Protein_Protein
236,2237,CFTR,CLCA2,829,Protein_Protein
236,726,CFTR,SCNN1B,895,Protein_Protein
236,7721,CFTR,PDZD3,882,Protein_Protein
236,1140,CFTR,SLC26A9,910,Protein_Protein
236,4518,CFTR,SLC26A4,767,Protein_Protein
236,4189,CFTR,HSPB1,780,Protein_Protein
236,2181,CFTR,YWHAB,944,Protein_Protein
236,6315,CFTR,PRKAG3,901,Protein_Protein
236,602,CFTR,DERL1,917,Protein_Protein
236,310,CFTR,TJP1,964,Protein_Protein
236,1115,CFTR,PRKACA,982,Protein_Protein
236,9290,CFTR,RNF185,738,Protein_Protein
236,9805,CFTR,SLC26A8,725,Protein_Protein
236,8012,CFTR,CTRC,774,Protein_Protein
236,8230,CFTR,PRSS2,707,Protein_Protein
236,8702,CFTR,SLC26A3,888,Protein_Protein
236,778,CFTR,DNAJB1,825,Protein_Protein
236,295,CFTR,KRT8,752,Protein_Protein
236,3914,CFTR,SLC12A2,816,Protein_Protein
236,8743,CFTR,PRKAG1,922,Protein_Protein
236,2849,CFTR,SCNN1G,886,Protein_Protein
236,6251,CFTR,CLCA4,747,Protein_Protein
236,5376,CFTR,DAB2,742,Protein_Protein
236,5765,CFTR,GUCY2C,825,Protein_Protein
236,1718,CFTR,PRKAB2,944,Protein_Protein
236,7657,CFTR,SLC26A5,714,Protein_Protein
236,5550,CFTR,HSPA8,986,Protein_Protein
236,4371,CFTR,ABCG2,733,Protein_Protein
236,8898,CFTR,GUCA2B,769,Protein_Protein
236,2960,CFTR,SLC9A3R2,975,Protein_Protein
236,2678,CFTR,AHSA1,867,Protein_Protein
236,8831,CFTR,BCAP31,808,Protein_Protein
236,3160,CFTR,PRKAB1,908,Protein_Protein
236,5842,CFTR,HSP90AA1,986,Protein_Protein
236,1994,CFTR,KCNJ1,925,Protein_Protein
236,7933,CFTR,GUCA2A,805,Protein_Protein
236,2011,CFTR,FLNA,957,Protein_Protein
236,2100,CFTR,PRKAG2,905,Protein_Protein
236,5505,CFTR,YWHAG,914,Protein_Protein
236,1420,CFTR,ANO1,882,Protein_Protein
236,3947,CFTR,SCNN1A,821,Protein_Protein
236,139,CFTR,PRKAA1,953,Protein_Protein
236,8278,CFTR,PRKACB,976,Protein_Protein
236,5255,CFTR,HSPA4,925,Protein_Protein
236,3652,CFTR,VCP,938,Protein_Protein
236,7357,CFTR,RAB11A,709,Protein_Protein
236,3383,CFTR,HSP90AB1,964,Protein_Protein
236,9808,CFTR,PRKAA2,907,Protein_Protein
236,5555,CFTR,SPINK1,888,Protein_Protein
236,4537,CFTR,AMFR,734,Protein_Protein
236,5805,CFTR,RHOQ,721,Protein_Protein
236,496,CFTR,SLC26A6,921,Protein_Protein
236,4015,CFTR,PDZK1,969,Protein_Protein
236,4728,CFTR,NEDD4L,764,Protein_Protein
236,5811,CFTR,USP10,935,Protein_Protein
236,83,CFTR,GORASP2,721,Protein_Protein
236,175,CFTR,DNAJA1,849,Protein_Protein
236,2411,CFTR,EZR,898,Protein_Protein
236,8142,CFTR,KRT18,702,Protein_Protein
236,8420,CFTR,YWHAZ,917,Protein_Protein
236,4813,CFTR,RFLNB,707,Protein_Protein
236,3818,CFTR,ACTB,717,Protein_Protein
236,8015,CFTR,HDAC6,848,Protein_Protein
236,674,CFTR,SLC9A3R1,999,Protein_Protein
236,6111,CFTR,CLCA1,838,Protein_Protein
236,3075,CFTR,SLC9A3,828,Protein_Protein
236,988,CFTR,STUB1,970,Protein_Protein
4831,6487,CYP51A1,NSDHL,989,Protein_Protein
4831,6509,CYP51A1,INSIG1,840,Protein_Protein
4831,2178,CYP51A1,EBP,714,Protein_Protein
4831,7419,CYP51A1,DHCR24,992,Protein_Protein
4831,3457,CYP51A1,CYB5R3,782,Protein_Protein
4831,8957,CYP51A1,SIGMAR1,985,Protein_Protein
4831,1874,CYP51A1,MVK,782,Protein_Protein
4831,107,CYP51A1,HSD3B1,846,Protein_Protein
4831,4610,CYP51A1,HMGCS1,984,Protein_Protein
4831,1412,CYP51A1,POR,960,Protein_Protein
4831,157,CYP51A1,FDPS,886,Protein_Protein
4831,1172,CYP51A1,ERG28,995,Protein_Protein
4831,2425,CYP51A1,EGR2,755,Protein_Protein
4831,6046,CYP51A1,HSD3B7,844,Protein_Protein
4831,6147,CYP51A1,SC5D,987,Protein_Protein
4831,1927,CYP51A1,FDFT1,997,Protein_Protein
4831,1854,CYP51A1,HSD17B7,996,Protein_Protein
4831,7587,CYP51A1,HSD3B2,820,Protein_Protein
4831,3857,CYP51A1,SREBF1,772,Protein_Protein
4831,7713,CYP51A1,PGRMC1,867,Protein_Protein
4831,6520,CYP51A1,MVD,869,Protein_Protein
4831,9022,CYP51A1,SREBF2,918,Protein_Protein
4831,9822,CYP51A1,SDR42E1,792,Protein_Protein
4831,4405,CYP51A1,DHCR7,978,Protein_Protein
4831,7995,CYP51A1,LBR,993,Protein_Protein
4831,5425,CYP51A1,LSS,999,Protein_Protein
4831,6514,CYP51A1,HMGCS2,921,Protein_Protein
4831,7644,CYP51A1,CYB5A,764,Protein_Protein
4831,6150,CYP51A1,CH25H,976,Protein_Protein
4831,9853,CYP51A1,IDI2,852,Protein_Protein
4831,3923,CYP51A1,FAXDC2,972,Protein_Protein
4831,8166,CYP51A1,IDI1,942,Protein_Protein
4831,8078,CYP51A1,PPIG,891,Protein_Protein
4831,4004,CYP51A1,SQLE,998,Protein_Protein
4831,4161,CYP51A1,ACAT2,732,Protein_Protein
4831,2839,CYP51A1,HMGCR,948,Protein_Protein
4831,7999,CYP51A1,CYB5B,767,Protein_Protein
4831,8473,CYP51A1,TM7SF2,996,Protein_Protein
4831,285,CYP51A1,MSMO1,996,Protein_Protein
2193,3866,USP28,OTUB1,726,Protein_Protein
2193,3762,USP28,USP15,704,Protein_Protein
2193,2242,USP28,RPS27A,932,Protein_Protein
2193,4543,USP28,KDM1A,708,Protein_Protein
2193,2364,USP28,USP20,710,Protein_Protein
2193,7493,USP28,TP53BP1,998,Protein_Protein
2193,1148,USP28,USP5,816,Protein_Protein
2193,9678,USP28,UBC,991,Protein_Protein
2193,109,USP28,USP2,772,Protein_Protein
2193,1913,USP28,USP13,760,Protein_Protein
2193,9584,USP28,USP4,718,Protein_Protein
2193,4098,USP28,UBA52,951,Protein_Protein
2193,5535,USP28,UBB,930,Protein_Protein
2193,6184,USP28,USP14,766,Protein_Protein
2193,9329,USP28,MYC,966,Protein_Protein
2193,2007,USP28,CHEK2,852,Protein_Protein
2193,5344,USP28,CLSPN,900,Protein_Protein
2193,6566,USP28,USP8,844,Protein_Protein
2193,4085,USP28,FBXW7,966,Protein_Protein
2193,6535,USP28,TP53,806,Protein_Protein
4918,1896,SLC7A2,ARG2,831,Protein_Protein
4918,1493,SLC7A2,ARG1,841,Protein_Protein
4730,2785,HSPB6,HSPB8,793,Protein_Protein
4730,8594,HSPB6,TSG101,709,Protein_Protein
4730,4189,HSPB6,HSPB1,902,Protein_Protein
4730,778,HSPB6,DNAJB1,776,Protein_Protein
4730,5842,HSPB6,HSP90AA1,783,Protein_Protein
4730,8297,HSPB6,SHQ1,766,Protein_Protein
4730,3383,HSPB6,HSP90AB1,783,Protein_Protein
4730,5255,HSPB6,HSPA4,842,Protein_Protein
4730,6291,HSPB6,SFN,916,Protein_Protein
4730,5505,HSPB6,YWHAG,830,Protein_Protein
4730,4346,HSPB6,BAG3,938,Protein_Protein
4730,5710,HSPB6,HSPD1,799,Protein_Protein
4730,8420,HSPB6,YWHAZ,701,Protein_Protein
8352,7584,PDK4,ANGPTL4,739,Protein_Protein
8352,9004,PDK4,DLAT,817,Protein_Protein
8352,5373,PDK4,PDK2,795,Protein_Protein
8352,8045,PDK4,PPARGC1A,838,Protein_Protein
8352,9186,PDK4,CPT1B,725,Protein_Protein
8352,7525,PDK4,VDAC1,829,Protein_Protein
8352,3214,PDK4,PPARD,702,Protein_Protein
8352,7091,PDK4,UCP3,734,Protein_Protein
8352,8712,PDK4,ITPR1,825,Protein_Protein
8352,3048,PDK4,PDHA1,881,Protein_Protein
8352,8149,PDK4,HSPA9,904,Protein_Protein
8352,111,PDK4,CYCS,718,Protein_Protein
8352,8492,PDK4,PDHX,785,Protein_Protein
8352,800,PDK4,INS,777,Protein_Protein
8352,2182,PDK4,PDP2,717,Protein_Protein
8352,787,PDK4,PDK3,795,Protein_Protein
8352,9018,PDK4,SLC2A4,753,Protein_Protein
8352,2031,PDK4,ITPR3,817,Protein_Protein
8352,8279,PDK4,PPARA,740,Protein_Protein
889,5925,USH1C,MYO15A,855,Protein_Protein
889,7521,USH1C,OTOG,856,Protein_Protein
889,1900,USH1C,ADGRV1,990,Protein_Protein
889,7064,USH1C,GJB2,732,Protein_Protein
889,1334,USH1C,MYO7A,999,Protein_Protein
889,5420,USH1C,USH2A,990,Protein_Protein
889,5660,USH1C,MYO7B,985,Protein_Protein
889,1514,USH1C,CDHR2,900,Protein_Protein
889,469,USH1C,VEZT,829,Protein_Protein
889,9395,USH1C,TMC1,763,Protein_Protein
889,4355,USH1C,PCDH15,992,Protein_Protein
889,2990,USH1C,SERGEF,772,Protein_Protein
889,4655,USH1C,WHRN,950,Protein_Protein
889,3653,USH1C,USHBP1,926,Protein_Protein
889,6668,USH1C,GRXCR1,777,Protein_Protein
889,3749,USH1C,ESPN,736,Protein_Protein
889,6572,USH1C,CIB2,819,Protein_Protein
889,4593,USH1C,CLRN1,909,Protein_Protein
889,1828,USH1C,LHFPL5,786,Protein_Protein
889,8628,USH1C,PDZD7,915,Protein_Protein
889,9456,USH1C,SLC4A7,850,Protein_Protein
889,5669,USH1C,CDH23,999,Protein_Protein
889,842,USH1C,CDHR5,909,Protein_Protein
889,8531,USH1C,TMC2,750,Protein_Protein
889,789,USH1C,USH1G,999,Protein_Protein
889,6366,USH1C,ANKS4B,995,Protein_Protein
889,1175,USH1C,ABCC8,748,Protein_Protein
6205,1674,RALA,RALGAPB,892,Protein_Protein
6205,128,RALA,FLNB,815,Protein_Protein
6205,2272,RALA,MAPK9,925,Protein_Protein
6205,1400,RALA,EXOC5,960,Protein_Protein
6205,5443,RALA,RHOA,930,Protein_Protein
6205,6140,RALA,PLD1,984,Protein_Protein
6205,5243,RALA,RGL3,723,Protein_Protein
6205,4625,RALA,EXOC8,999,Protein_Protein
6205,5712,RALA,RASA1,988,Protein_Protein
6205,4551,RALA,RALBP1,999,Protein_Protein
6205,8222,RALA,CNKSR2,830,Protein_Protein
6205,4368,RALA,AKT1,729,Protein_Protein
6205,8724,RALA,RGL4,895,Protein_Protein
6205,2980,RALA,RABIF,734,Protein_Protein
6205,6011,RALA,SYNJ2BP,782,Protein_Protein
6205,4304,RALA,ARF6,722,Protein_Protein
6205,2308,RALA,RALGAPA2,854,Protein_Protein
6205,3437,RALA,EXOC6B,819,Protein_Protein
6205,2109,RALA,STAT4,755,Protein_Protein
6205,2260,RALA,EXOC3,871,Protein_Protein
6205,1803,RALA,MAPK8,926,Protein_Protein
6205,7874,RALA,PPP2R1B,869,Protein_Protein
6205,8449,RALA,CALM3,827,Protein_Protein
6205,1771,RALA,RAC2,932,Protein_Protein
6205,3719,RALA,RALB,938,Protein_Protein
6205,7103,RALA,KRAS,759,Protein_Protein
6205,5791,RALA,REPS2,774,Protein_Protein
6205,7642,RALA,RAC3,913,Protein_Protein
6205,4970,RALA,CALML5,816,Protein_Protein
6205,1060,RALA,RGL2,981,Protein_Protein
6205,5137,RALA,CALML3,817,Protein_Protein
6205,712,RALA,CALML6,786,Protein_Protein
6205,5816,RALA,RAB8A,749,Protein_Protein
6205,7075,RALA,HRAS,831,Protein_Protein
6205,9243,RALA,EXOC1,929,Protein_Protein
6205,9378,RALA,EXOC4,988,Protein_Protein
6205,9018,RALA,SLC2A4,788,Protein_Protein
6205,5509,RALA,RALGPS2,732,Protein_Protein
6205,4917,RALA,LRPAP1,881,Protein_Protein
6205,5846,RALA,CALML4,786,Protein_Protein
6205,7881,RALA,PLCD1,827,Protein_Protein
6205,2105,RALA,CALM1,849,Protein_Protein
6205,5136,RALA,RAF1,849,Protein_Protein
6205,7385,RALA,YBX3,774,Protein_Protein
6205,6655,RALA,FLNC,789,Protein_Protein
6205,3014,RALA,SRC,874,Protein_Protein
6205,1336,RALA,EXOC6,850,Protein_Protein
6205,6036,RALA,EXOC7,891,Protein_Protein
6205,7357,RALA,RAB11A,703,Protein_Protein
6205,2691,RALA,RALGDS,999,Protein_Protein
6205,3477,RALA,EXOC2,999,Protein_Protein
6205,3259,RALA,PLD2,974,Protein_Protein
6205,3212,RALA,RGL1,989,Protein_Protein
6205,2011,RALA,FLNA,930,Protein_Protein
6205,564,RALA,ARF3,746,Protein_Protein
4709,3976,BAIAP2L1,WASL,936,Protein_Protein
4709,650,BAIAP2L1,WAS,769,Protein_Protein
4709,4420,BAIAP2L1,ALG5,814,Protein_Protein
4709,1669,BAIAP2L1,EPS8,780,Protein_Protein
4709,4250,BAIAP2L1,WASF2,761,Protein_Protein
4709,4473,BAIAP2L1,ALG3,841,Protein_Protein
4709,637,BAIAP2L1,CDC42,871,Protein_Protein
4709,7890,BAIAP2L1,BAIAP2,828,Protein_Protein
4709,4526,BAIAP2L1,ALG12,840,Protein_Protein
898,5904,CACNG3,CACNB2,779,Protein_Protein
898,1194,CACNG3,GRIA4,869,Protein_Protein
898,4634,CACNG3,TMEM249,720,Protein_Protein
898,6112,CACNG3,CATSPER2,720,Protein_Protein
898,853,CACNG3,CACNG7,939,Protein_Protein
898,3929,CACNG3,CACNA2D1,978,Protein_Protein
898,3725,CACNG3,CACNA1F,927,Protein_Protein
898,2746,CACNG3,GRIN1,830,Protein_Protein
898,4060,CACNG3,CATSPER4,723,Protein_Protein
898,2238,CACNG3,RYR1,733,Protein_Protein
898,7639,CACNG3,CACNA1S,916,Protein_Protein
898,503,CACNG3,CACNG1,974,Protein_Protein
898,7120,CACNG3,CATSPER3,720,Protein_Protein
898,7607,CACNG3,CACNA1D,957,Protein_Protein
898,8733,CACNG3,CATSPERD,720,Protein_Protein
898,1450,CACNG3,CATSPER1,723,Protein_Protein
898,4214,CACNG3,GRIA3,852,Protein_Protein
898,7530,CACNG3,OLFM2,742,Protein_Protein
898,2883,CACNG3,CNIH2,835,Protein_Protein
898,7054,CACNG3,GRIA1,867,Protein_Protein
898,4171,CACNG3,CACNA1C,910,Protein_Protein
898,6481,CACNG3,CACNB4,958,Protein_Protein
898,2568,CACNG3,CATSPERE,720,Protein_Protein
898,6131,CACNG3,EFCAB9,720,Protein_Protein
898,4033,CACNG3,SHISA7,717,Protein_Protein
898,6801,CACNG3,HTR3A,737,Protein_Protein
898,1293,CACNG3,GRIN2C,788,Protein_Protein
898,9461,CACNG3,CACNG5,814,Protein_Protein
898,7577,CACNG3,CAMK2B,766,Protein_Protein
898,3722,CACNG3,HSPA2,734,Protein_Protein
898,3763,CACNG3,SHISA9,820,Protein_Protein
898,9312,CACNG3,SHISA6,720,Protein_Protein
898,3173,CACNG3,CATSPERZ,730,Protein_Protein
898,1724,CACNG3,TMEM262,720,Protein_Protein
898,3756,CACNG3,GRIN3A,794,Protein_Protein
898,7989,CACNG3,CACNG8,913,Protein_Protein
898,4032,CACNG3,CACNG4,905,Protein_Protein
898,8351,CACNG3,GRIN3B,769,Protein_Protein
898,9491,CACNG3,CATSPERB,720,Protein_Protein
898,865,CACNG3,FKBP1A,728,Protein_Protein
898,7629,CACNG3,CAMK2A,805,Protein_Protein
898,6133,CACNG3,CACNA1A,815,Protein_Protein
898,5639,CACNG3,STAC3,720,Protein_Protein
898,1483,CACNG3,CACNA2D4,915,Protein_Protein
898,6430,CACNG3,CACNB1,912,Protein_Protein
898,9528,CACNG3,CNIH3,804,Protein_Protein
898,5467,CACNG3,GRIA2,923,Protein_Protein
898,3755,CACNG3,GRIN2D,748,Protein_Protein
898,8579,CACNG3,CACNG6,908,Protein_Protein
898,2180,CACNG3,CATSPERG,748,Protein_Protein
898,7914,CACNG3,CACNA1H,818,Protein_Protein
898,6124,CACNG3,CACNB3,938,Protein_Protein
898,8425,CACNG3,GRIN2A,794,Protein_Protein
898,231,CACNG3,GRIN2B,800,Protein_Protein
898,7626,CACNG3,CACNG2,756,Protein_Protein
7728,7796,TMEM132A,HSPA5,723,Protein_Protein
7908,1153,DVL2,CXXC4,915,Protein_Protein
7908,7616,DVL2,GNAQ,911,Protein_Protein
7908,5524,DVL2,FRAT1,921,Protein_Protein
7908,5980,DVL2,WWP2,765,Protein_Protein
7908,2731,DVL2,NOTCH3,930,Protein_Protein
7908,6202,DVL2,WNT3A,916,Protein_Protein
7908,8332,DVL2,VANGL1,994,Protein_Protein
7908,6175,DVL2,AP2M1,721,Protein_Protein
7908,4519,DVL2,DVL3,990,Protein_Protein
7908,4533,DVL2,KLHL12,821,Protein_Protein
7908,3798,DVL2,FZD3,882,Protein_Protein
7908,1710,DVL2,DACT1,992,Protein_Protein
7908,4635,DVL2,TRIM29,856,Protein_Protein
7908,2782,DVL2,FZD5,964,Protein_Protein
7908,4391,DVL2,WWOX,898,Protein_Protein
7908,4988,DVL2,FRAT2,904,Protein_Protein
7908,7085,DVL2,CSNK2A3,906,Protein_Protein
7908,1613,DVL2,CTNNB1,930,Protein_Protein
7908,8139,DVL2,DVL1,991,Protein_Protein
7908,568,DVL2,AXIN2,969,Protein_Protein
7908,8962,DVL2,NXN,762,Protein_Protein
7908,5184,DVL2,NOTCH1,931,Protein_Protein
7908,5376,DVL2,DAB2,786,Protein_Protein
7908,5443,DVL2,RHOA,717,Protein_Protein
7908,5183,DVL2,NKD2,957,Protein_Protein
7908,3155,DVL2,SMURF2,762,Protein_Protein
7908,8771,DVL2,WWP1,742,Protein_Protein
7908,9443,DVL2,PRICKLE1,979,Protein_Protein
7908,2757,DVL2,WNT1,784,Protein_Protein
7908,2685,DVL2,WWTR1,942,Protein_Protein
7908,6064,DVL2,ARRB2,981,Protein_Protein
7908,8336,DVL2,CSNK2B,940,Protein_Protein
7908,633,DVL2,FZD4,985,Protein_Protein
7908,5326,DVL2,PRICKLE3,970,Protein_Protein
7908,6690,DVL2,FZD7,964,Protein_Protein
7908,8380,DVL2,FZD2,956,Protein_Protein
7908,1413,DVL2,NOTCH2,926,Protein_Protein
7908,5116,DVL2,CSNK2A2,918,Protein_Protein
7908,4811,DVL2,CSNK1D,875,Protein_Protein
7908,7687,DVL2,CCDC88C,814,Protein_Protein
7908,2087,DVL2,WNT8A,701,Protein_Protein
7908,2679,DVL2,CELSR1,784,Protein_Protein
7908,3278,DVL2,NKD1,962,Protein_Protein
7908,4047,DVL2,LRP6,993,Protein_Protein
7908,5279,DVL2,FZD8,937,Protein_Protein
7908,4748,DVL2,AMOT,708,Protein_Protein
7908,2639,DVL2,SQSTM1,779,Protein_Protein
7908,3142,DVL2,APC,964,Protein_Protein
7908,5321,DVL2,FZD1,928,Protein_Protein
7908,848,DVL2,LRRK2,739,Protein_Protein
7908,2901,DVL2,BAMBI,934,Protein_Protein
7908,2652,DVL2,CSNK1A1,723,Protein_Protein
7908,82,DVL2,FZD10,797,Protein_Protein
7908,3646,DVL2,GSK3B,976,Protein_Protein
7908,1801,DVL2,ITCH,762,Protein_Protein
7908,6881,DVL2,AXIN1,999,Protein_Protein
7908,2949,DVL2,WNT5A,978,Protein_Protein
7908,3054,DVL2,VHL,757,Protein_Protein
7908,2200,DVL2,CSNK2A1,943,Protein_Protein
7908,4845,DVL2,PARD6A,958,Protein_Protein
7908,6053,DVL2,SENP2,906,Protein_Protein
7908,4134,DVL2,CSNK1E,967,Protein_Protein
7908,1635,DVL2,PLK1,914,Protein_Protein
7908,6238,DVL2,ARRB1,929,Protein_Protein
7908,4951,DVL2,PRICKLE2,971,Protein_Protein
7908,7885,DVL2,CUL3,732,Protein_Protein
7908,5310,DVL2,NOTCH4,914,Protein_Protein
7908,6404,DVL2,FZD6,933,Protein_Protein
7908,4806,DVL2,PRICKLE4,969,Protein_Protein
7908,7126,DVL2,SFRP1,706,Protein_Protein
7908,9032,DVL2,DAAM1,978,Protein_Protein
