Index1,Index2,Protein1,Protein2,Score,InteractionType
6734,2209,SNAP29,VAMP3,985,Protein_Protein
6734,8233,SNAP29,EPG5,720,Protein_Protein
6734,2349,SNAP29,STX3,992,Protein_Protein
6734,3093,SNAP29,ATG14,999,Protein_Protein
6734,2930,SNAP29,STX19,817,Protein_Protein
6734,1037,SNAP29,CPLX1,767,Protein_Protein
6734,5307,SNAP29,ZWINT,889,Protein_Protein
6734,8338,SNAP29,BET1,784,Protein_Protein
6734,697,SNAP29,STX11,841,Protein_Protein
6734,8991,SNAP29,GOSR1,832,Protein_Protein
6734,2985,SNAP29,VTI1B,868,Protein_Protein
6734,3693,SNAP29,NAPB,861,Protein_Protein
6734,9055,SNAP29,SCFD1,767,Protein_Protein
6734,8935,SNAP29,STX16,988,Protein_Protein
6734,5458,SNAP29,SEC22B,919,Protein_Protein
6734,6756,SNAP29,SNX4,911,Protein_Protein
6734,5218,SNAP29,OCA2,780,Protein_Protein
6734,7857,SNAP29,VPS51,811,Protein_Protein
6734,6724,SNAP29,VAMP7,999,Protein_Protein
6734,7444,SNAP29,VAMP5,798,Protein_Protein
6734,6337,SNAP29,CPLX2,770,Protein_Protein
6734,2020,SNAP29,STX4,994,Protein_Protein
6734,4757,SNAP29,STX2,841,Protein_Protein
6734,7255,SNAP29,STX12,992,Protein_Protein
6734,5788,SNAP29,EHD1,983,Protein_Protein
6734,4449,SNAP29,SNAP25,964,Protein_Protein
6734,3736,SNAP29,RBSN,720,Protein_Protein
6734,7301,SNAP29,STX18,905,Protein_Protein
6734,4309,SNAP29,VAMP1,859,Protein_Protein
6734,6350,SNAP29,VAMP8,999,Protein_Protein
6734,1751,SNAP29,PLEKHM1,888,Protein_Protein
6734,8818,SNAP29,NSF,852,Protein_Protein
6734,738,SNAP29,VTI1A,936,Protein_Protein
6734,728,SNAP29,STX1A,987,Protein_Protein
6734,570,SNAP29,PI4KA,741,Protein_Protein
6734,5944,SNAP29,COG4,744,Protein_Protein
6734,5536,SNAP29,NAPA,983,Protein_Protein
6734,5849,SNAP29,IGF1R,703,Protein_Protein
6734,5089,SNAP29,YKT6,988,Protein_Protein
6734,9013,SNAP29,STX7,999,Protein_Protein
6734,9378,SNAP29,EXOC4,735,Protein_Protein
6734,6940,SNAP29,ATG5,776,Protein_Protein
6734,2550,SNAP29,STX6,999,Protein_Protein
6734,563,SNAP29,GOSR2,877,Protein_Protein
6734,1782,SNAP29,VAMP4,972,Protein_Protein
6734,2463,SNAP29,COG6,905,Protein_Protein
6734,9034,SNAP29,SNAP23,993,Protein_Protein
6734,5065,SNAP29,L7N2F9_HUMAN,748,Protein_Protein
4213,7544,THAP7,THAP11,955,Protein_Protein
4213,9863,THAP7,THAP12,912,Protein_Protein
4213,4569,THAP7,H4C6,816,Protein_Protein
4213,7624,THAP7,THAP1,875,Protein_Protein
4213,32,THAP7,SET,721,Protein_Protein
4213,6994,THAP7,H4C7,756,Protein_Protein
4213,5463,THAP7,NCOR1,760,Protein_Protein
4213,4764,THAP7,TAF1B,808,Protein_Protein
4324,3623,MMP11,MMP7,750,Protein_Protein
4324,6586,MMP11,CRYBG1,768,Protein_Protein
4324,553,MMP11,SDCBP,815,Protein_Protein
4324,855,MMP11,COL10A1,812,Protein_Protein
4324,6944,MMP11,COL11A1,732,Protein_Protein
4324,3177,MMP11,MMP1,772,Protein_Protein
4324,6833,MMP11,FURIN,893,Protein_Protein
4324,5826,MMP11,MMP10,780,Protein_Protein
4324,6654,MMP11,DENND2B,775,Protein_Protein
9666,6082,MIF,IL4I1,902,Protein_Protein
9666,3373,MIF,CD44,863,Protein_Protein
9666,3200,MIF,CXCR4,991,Protein_Protein
9666,4493,MIF,NME1,732,Protein_Protein
9666,4953,MIF,COPS5,976,Protein_Protein
9666,4763,MIF,CD74,999,Protein_Protein
9666,5194,MIF,GOT2,929,Protein_Protein
9666,1349,MIF,GOT1,915,Protein_Protein
9666,6003,MIF,SOD1,744,Protein_Protein
9666,7299,MIF,CCL2,836,Protein_Protein
9666,4642,MIF,ACKR3,718,Protein_Protein
9666,4810,MIF,GOT1L1,907,Protein_Protein
9666,326,MIF,CXCR2,993,Protein_Protein
9666,9366,MIF,IL6,708,Protein_Protein
9666,1695,MIF,HPD,909,Protein_Protein
9666,6535,MIF,TP53,731,Protein_Protein
9666,2109,MIF,STAT4,780,Protein_Protein
9666,8747,MIF,CXCL12,737,Protein_Protein
9666,7088,MIF,KRT7,760,Protein_Protein
9666,8858,MIF,CCL5,756,Protein_Protein
9666,9488,MIF,PARK7,718,Protein_Protein
9666,7413,MIF,TAT,910,Protein_Protein
1560,8208,OSM,IL10,704,Protein_Protein
1560,6290,OSM,IL13RA1,713,Protein_Protein
1560,497,OSM,JAK2,919,Protein_Protein
1560,8891,OSM,CRLF2,764,Protein_Protein
1560,6632,OSM,EGFR,753,Protein_Protein
1560,1944,OSM,LEPR,811,Protein_Protein
1560,2768,OSM,PRLR,792,Protein_Protein
1560,1604,OSM,HGF,864,Protein_Protein
1560,6831,OSM,IFNGR1,703,Protein_Protein
1560,4207,OSM,OSMR,999,Protein_Protein
1560,1670,OSM,IL1B,749,Protein_Protein
1560,5605,OSM,MPL,709,Protein_Protein
1560,300,OSM,TNF,718,Protein_Protein
1560,4348,OSM,TYK2,721,Protein_Protein
1560,699,OSM,IL4R,742,Protein_Protein
1560,2874,OSM,STAT5B,726,Protein_Protein
1560,4223,OSM,IL11,936,Protein_Protein
1560,216,OSM,IL6ST,998,Protein_Protein
1560,7630,OSM,LIF,966,Protein_Protein
1560,4073,OSM,STAT5A,761,Protein_Protein
1560,729,OSM,IL12RB2,712,Protein_Protein
1560,2356,OSM,IL31RA,928,Protein_Protein
1560,1061,OSM,IL11RA,874,Protein_Protein
1560,2743,OSM,IL27RA,841,Protein_Protein
1560,8561,OSM,CTF1,930,Protein_Protein
1560,7096,OSM,IL1A,756,Protein_Protein
1560,8997,OSM,LIFR,999,Protein_Protein
1560,1456,OSM,IL13RA2,707,Protein_Protein
1560,444,OSM,PDGFRB,721,Protein_Protein
1560,3800,OSM,CNTF,887,Protein_Protein
1560,392,OSM,IL2RA,711,Protein_Protein
1560,4890,OSM,STAT6,777,Protein_Protein
1560,4974,OSM,IL10RA,763,Protein_Protein
1560,4265,OSM,CNTFR,885,Protein_Protein
1560,4534,OSM,EPOR,823,Protein_Protein
1560,6583,OSM,FGF2,742,Protein_Protein
1560,7189,OSM,IL10RB,710,Protein_Protein
1560,2214,OSM,IL31,843,Protein_Protein
1560,4053,OSM,CSF3R,811,Protein_Protein
1560,8948,OSM,STAT3,911,Protein_Protein
1560,1558,OSM,IL6R,850,Protein_Protein
1560,4159,OSM,IL17A,799,Protein_Protein
1560,4268,OSM,CSF2RB,749,Protein_Protein
1560,8936,OSM,JAK1,907,Protein_Protein
1560,8606,OSM,PDGFRA,741,Protein_Protein
1560,2332,OSM,IL12RB1,730,Protein_Protein
1560,8758,OSM,IL2RG,821,Protein_Protein
1560,9366,OSM,IL6,963,Protein_Protein
1560,5127,OSM,IL23R,718,Protein_Protein
1560,4749,OSM,JAK3,859,Protein_Protein
1560,3599,OSM,IL7R,805,Protein_Protein
5445,8248,SF3A1,SNRPN,990,Protein_Protein
5445,2660,SF3A1,PRPF40B,943,Protein_Protein
5445,4523,SF3A1,SF3B3,999,Protein_Protein
5445,4989,SF3A1,PRPF31,996,Protein_Protein
5445,4123,SF3A1,PRPF38A,987,Protein_Protein
5445,6565,SF3A1,SNIP1,994,Protein_Protein
5445,5822,SF3A1,PRPF4,998,Protein_Protein
5445,8346,SF3A1,SNRPF,997,Protein_Protein
5445,4555,SF3A1,SNRPA,957,Protein_Protein
5445,6579,SF3A1,SNRNP200,999,Protein_Protein
5445,8946,SF3A1,LSM3,995,Protein_Protein
5445,8316,SF3A1,WBP4,988,Protein_Protein
5445,9669,SF3A1,BCAS2,873,Protein_Protein
5445,3549,SF3A1,PPIH,885,Protein_Protein
5445,4445,SF3A1,LSM10,827,Protein_Protein
5445,2889,SF3A1,LUC7L,779,Protein_Protein
5445,1165,SF3A1,BUD31,936,Protein_Protein
5445,9344,SF3A1,WBP11,884,Protein_Protein
5445,4319,SF3A1,SRSF2,781,Protein_Protein
5445,4881,SF3A1,UBL5,857,Protein_Protein
5445,2952,SF3A1,CTNNBL1,920,Protein_Protein
5445,8393,SF3A1,SNRPC,898,Protein_Protein
5445,223,SF3A1,SNRNP70,867,Protein_Protein
5445,3596,SF3A1,SRRM2,995,Protein_Protein
5445,9354,SF3A1,BUD13,995,Protein_Protein
5445,3682,SF3A1,DHX15,977,Protein_Protein
5445,7371,SF3A1,SF3B2,999,Protein_Protein
5445,5663,SF3A1,LUC7L3,722,Protein_Protein
5445,3279,SF3A1,DDX46,999,Protein_Protein
5445,2464,SF3A1,PHF5A,998,Protein_Protein
5445,1518,SF3A1,SNW1,989,Protein_Protein
5445,3598,SF3A1,TCERG1,992,Protein_Protein
5445,4144,SF3A1,XAB2,992,Protein_Protein
5445,990,SF3A1,SNRPD3,995,Protein_Protein
5445,3946,SF3A1,SNRPE,998,Protein_Protein
5445,2161,SF3A1,SNRPB,997,Protein_Protein
5445,1818,SF3A1,KIN,811,Protein_Protein
5445,2521,SF3A1,PRPF6,999,Protein_Protein
5445,3921,SF3A1,YJU2,711,Protein_Protein
5445,7818,SF3A1,TRNAU1AP,753,Protein_Protein
5445,7147,SF3A1,SMU1,985,Protein_Protein
5445,5971,SF3A1,ISY1-RAB43,905,Protein_Protein
5445,713,SF3A1,PUF60,778,Protein_Protein
5445,4323,SF3A1,LRMDA,770,Protein_Protein
5445,7197,SF3A1,PPIL1,924,Protein_Protein
5445,3316,SF3A1,RBM22,946,Protein_Protein
5445,6014,SF3A1,CDC5L,998,Protein_Protein
5445,9607,SF3A1,SRRM1,914,Protein_Protein
5445,3837,SF3A1,SRSF6,703,Protein_Protein
5445,2947,SF3A1,CWC15,945,Protein_Protein
5445,6721,SF3A1,IK,921,Protein_Protein
5445,3000,SF3A1,SART1,999,Protein_Protein
5445,5013,SF3A1,RBM17,960,Protein_Protein
5445,9873,SF3A1,SNRPB2,998,Protein_Protein
5445,9868,SF3A1,NCBP2L,840,Protein_Protein
5445,6138,SF3A1,SRSF1,967,Protein_Protein
5445,9691,SF3A1,ZRSR2,886,Protein_Protein
5445,2971,SF3A1,PPIL2,860,Protein_Protein
5445,5607,SF3A1,AQR,880,Protein_Protein
5445,7050,SF3A1,DHX38,820,Protein_Protein
5445,2445,SF3A1,PPIE,911,Protein_Protein
5445,2485,SF3A1,USP39,916,Protein_Protein
5445,2088,SF3A1,MFAP1,999,Protein_Protein
5445,9777,SF3A1,PRPF40A,963,Protein_Protein
5445,6420,SF3A1,MAGOH,796,Protein_Protein
5445,994,SF3A1,LRTOMT-2,770,Protein_Protein
5445,3938,SF3A1,RNF113A,995,Protein_Protein
5445,1499,SF3A1,PRPF3,997,Protein_Protein
5445,9202,SF3A1,RBM25,871,Protein_Protein
5445,9212,SF3A1,CCDC97,799,Protein_Protein
5445,2793,SF3A1,LSM7,993,Protein_Protein
5445,7076,SF3A1,LSM6,991,Protein_Protein
5445,3604,SF3A1,SNRPG,999,Protein_Protein
5445,7791,SF3A1,SF3B5,999,Protein_Protein
5445,1433,SF3A1,CHERP,818,Protein_Protein
5445,5715,SF3A1,CWC22,995,Protein_Protein
5445,6696,SF3A1,EIF4A3,784,Protein_Protein
5445,5938,SF3A1,LSM5,991,Protein_Protein
5445,1372,SF3A1,PRPF39,839,Protein_Protein
5445,1327,SF3A1,SF3A2,999,Protein_Protein
5445,7436,SF3A1,PRPF8,999,Protein_Protein
5445,4337,SF3A1,SNRNP40,940,Protein_Protein
5445,1656,SF3A1,LUC7L2,835,Protein_Protein
5445,7328,SF3A1,LSM4,996,Protein_Protein
5445,5258,SF3A1,ZMAT2,992,Protein_Protein
5445,9099,SF3A1,NCBP2,977,Protein_Protein
5445,6031,SF3A1,U2AF2,972,Protein_Protein
5445,9144,SF3A1,U2SURP,853,Protein_Protein
5445,8604,SF3A1,CRNKL1,977,Protein_Protein
5445,4295,SF3A1,SNRPA1,999,Protein_Protein
5445,2206,SF3A1,TCERG1L,844,Protein_Protein
5445,5668,SF3A1,SF3B6,984,Protein_Protein
5445,8256,SF3A1,LSM8,991,Protein_Protein
5445,7834,SF3A1,CDC40,985,Protein_Protein
5445,8005,SF3A1,ZC3H18,722,Protein_Protein
5445,4234,SF3A1,RBM39,722,Protein_Protein
5445,2145,SF3A1,C6orf52,753,Protein_Protein
5445,5456,SF3A1,MAGOHB,918,Protein_Protein
5445,8694,SF3A1,DDX23,955,Protein_Protein
5445,3527,SF3A1,DDX42,903,Protein_Protein
5445,8938,SF3A1,SNU13,994,Protein_Protein
5445,6178,SF3A1,EFTUD2,999,Protein_Protein
5445,917,SF3A1,RBM10,858,Protein_Protein
5445,9360,SF3A1,LSM2,993,Protein_Protein
5445,5702,SF3A1,SF3A3,999,Protein_Protein
5445,9268,SF3A1,SMNDC1,750,Protein_Protein
5445,5606,SF3A1,U2AF1,918,Protein_Protein
5445,8837,SF3A1,TXNL4A,989,Protein_Protein
5445,1871,SF3A1,SF3B1,999,Protein_Protein
5445,6123,SF3A1,CWC27,993,Protein_Protein
5445,3125,SF3A1,PRR3,867,Protein_Protein
5445,2937,SF3A1,ZNF830,769,Protein_Protein
5445,9721,SF3A1,HTATSF1,959,Protein_Protein
5445,7825,SF3A1,RBMX2,993,Protein_Protein
5445,6870,SF3A1,SF1,996,Protein_Protein
5445,6644,SF3A1,PLRG1,982,Protein_Protein
5445,2494,SF3A1,C19orf54,721,Protein_Protein
5445,8218,SF3A1,CWC25,768,Protein_Protein
5445,5267,SF3A1,SF3B4,999,Protein_Protein
5445,2113,SF3A1,DHX16,998,Protein_Protein
5445,5113,SF3A1,NCBP1,949,Protein_Protein
5445,226,SF3A1,PRPF19,997,Protein_Protein
5445,37,SF3A1,SNRPD1,999,Protein_Protein
5445,1406,SF3A1,SNRPD2,998,Protein_Protein
1245,5793,USP18,IFI44L,903,Protein_Protein
1245,9603,USP18,IFIT2,809,Protein_Protein
1245,7741,USP18,IRF9,773,Protein_Protein
1245,3964,USP18,STAT1,886,Protein_Protein
1245,651,USP18,MX1,958,Protein_Protein
1245,4110,USP18,OAS1,960,Protein_Protein
1245,7251,USP18,XAF1,777,Protein_Protein
1245,3235,USP18,CHUK,701,Protein_Protein
1245,9682,USP18,CXCL10,726,Protein_Protein
1245,6419,USP18,HERC5,956,Protein_Protein
1245,2257,USP18,ISG15,999,Protein_Protein
1245,1542,USP18,IFIT5,866,Protein_Protein
1245,483,USP18,OAS2,916,Protein_Protein
1245,9238,USP18,DDX60,790,Protein_Protein
1245,1046,USP18,MX2,931,Protein_Protein
1245,3564,USP18,EPSTI1,788,Protein_Protein
1245,6540,USP18,UBA7,921,Protein_Protein
1245,228,USP18,TAB1,878,Protein_Protein
1245,7888,USP18,RTP4,917,Protein_Protein
1245,8868,USP18,USP41,735,Protein_Protein
1245,4827,USP18,CMPK2,883,Protein_Protein
1245,8913,USP18,DHX58,914,Protein_Protein
1245,1319,USP18,MAP3K7,882,Protein_Protein
1245,8404,USP18,SKP2,851,Protein_Protein
1245,2364,USP18,USP20,841,Protein_Protein
1245,6109,USP18,IFIT1,949,Protein_Protein
1245,7294,USP18,RSAD2,954,Protein_Protein
1245,7442,USP18,IFNAR1,792,Protein_Protein
1245,4513,USP18,IFI35,805,Protein_Protein
1245,3338,USP18,IFI27,771,Protein_Protein
1245,6888,USP18,IKBKG,754,Protein_Protein
1245,2242,USP18,RPS27A,789,Protein_Protein
1245,3408,USP18,IRF1,718,Protein_Protein
1245,2267,USP18,IFI44,939,Protein_Protein
1245,1836,USP18,IFNB1,785,Protein_Protein
1245,8872,USP18,IFIH1,857,Protein_Protein
1245,8878,USP18,IFNAR2,999,Protein_Protein
1245,8936,USP18,JAK1,858,Protein_Protein
1245,1913,USP18,USP13,707,Protein_Protein
1245,8674,USP18,IRF7,936,Protein_Protein
1245,426,USP18,STAT2,957,Protein_Protein
1245,8189,USP18,OASL,926,Protein_Protein
1245,6977,USP18,OAS3,910,Protein_Protein
1245,3501,USP18,EIF2AK2,875,Protein_Protein
1245,3206,USP18,IFIT3,902,Protein_Protein
1245,8704,USP18,IFI6,894,Protein_Protein
1245,1034,USP18,DDX58,940,Protein_Protein
1245,2313,USP18,HERC6,902,Protein_Protein
1245,9152,USP18,UBE2L6,879,Protein_Protein
990,7418,SNRPD3,TERT,862,Protein_Protein
990,2088,SNRPD3,MFAP1,997,Protein_Protein
990,2485,SNRPD3,USP39,980,Protein_Protein
990,8231,SNRPD3,RBM41,866,Protein_Protein
990,4163,SNRPD3,NHP2,904,Protein_Protein
990,994,SNRPD3,LRTOMT-2,826,Protein_Protein
990,9548,SNRPD3,GNL3L,748,Protein_Protein
990,2831,SNRPD3,GEMIN4,938,Protein_Protein
990,9031,SNRPD3,LSM1,709,Protein_Protein
990,6420,SNRPD3,MAGOH,963,Protein_Protein
990,1499,SNRPD3,PRPF3,999,Protein_Protein
990,9202,SNRPD3,RBM25,891,Protein_Protein
990,8616,SNRPD3,RNPC3,982,Protein_Protein
990,3087,SNRPD3,HNRNPC,940,Protein_Protein
990,4969,SNRPD3,RBM8A,876,Protein_Protein
990,2805,SNRPD3,PHAX,751,Protein_Protein
990,3938,SNRPD3,RNF113A,989,Protein_Protein
990,3604,SNRPD3,SNRPG,999,Protein_Protein
990,7076,SNRPD3,LSM6,999,Protein_Protein
990,3175,SNRPD3,NAA38,784,Protein_Protein
990,7791,SNRPD3,SF3B5,998,Protein_Protein
990,9501,SNRPD3,ZCRB1,801,Protein_Protein
990,3492,SNRPD3,WDR25,857,Protein_Protein
990,2900,SNRPD3,SNUPN,772,Protein_Protein
990,2793,SNRPD3,LSM7,999,Protein_Protein
990,5938,SNRPD3,LSM5,999,Protein_Protein
990,3119,SNRPD3,SNRNP35,978,Protein_Protein
990,1372,SNRPD3,PRPF39,854,Protein_Protein
990,1268,SNRPD3,NAT10,753,Protein_Protein
990,1327,SNRPD3,SF3A2,999,Protein_Protein
990,7319,SNRPD3,PRPF18,740,Protein_Protein
990,5715,SNRPD3,CWC22,990,Protein_Protein
990,6696,SNRPD3,EIF4A3,963,Protein_Protein
990,4337,SNRPD3,SNRNP40,993,Protein_Protein
990,5044,SNRPD3,ZMAT5,972,Protein_Protein
990,6561,SNRPD3,DDX39B,929,Protein_Protein
990,3265,SNRPD3,SYMPK,849,Protein_Protein
990,7555,SNRPD3,PTBP1,750,Protein_Protein
990,8246,SNRPD3,GEMIN8,942,Protein_Protein
990,7436,SNRPD3,PRPF8,999,Protein_Protein
990,6031,SNRPD3,U2AF2,884,Protein_Protein
990,9099,SNRPD3,NCBP2,984,Protein_Protein
990,5445,SNRPD3,SF3A1,995,Protein_Protein
990,1656,SNRPD3,LUC7L2,913,Protein_Protein
990,7328,SNRPD3,LSM4,999,Protein_Protein
990,5258,SNRPD3,ZMAT2,997,Protein_Protein
990,8604,SNRPD3,CRNKL1,999,Protein_Protein
990,7652,SNRPD3,HNRNPM,865,Protein_Protein
990,5858,SNRPD3,EEF2,752,Protein_Protein
990,2318,SNRPD3,CACTIN,812,Protein_Protein
990,4295,SNRPD3,SNRPA1,999,Protein_Protein
990,7344,SNRPD3,AAR2,796,Protein_Protein
990,7187,SNRPD3,CD2BP2,821,Protein_Protein
990,6170,SNRPD3,HNRNPA2B1,784,Protein_Protein
990,8256,SNRPD3,LSM8,999,Protein_Protein
990,5668,SNRPD3,SF3B6,990,Protein_Protein
990,7834,SNRPD3,CDC40,999,Protein_Protein
990,6924,SNRPD3,CASC3,820,Protein_Protein
990,6594,SNRPD3,FMC1-LUC7L2,749,Protein_Protein
990,3811,SNRPD3,GEMIN7,953,Protein_Protein
990,3004,SNRPD3,CRIPT,801,Protein_Protein
990,7798,SNRPD3,ERH,982,Protein_Protein
990,3830,SNRPD3,CLNS1A,997,Protein_Protein
990,2172,SNRPD3,CPSF3,873,Protein_Protein
990,566,SNRPD3,NOP10,835,Protein_Protein
990,5456,SNRPD3,MAGOHB,989,Protein_Protein
990,8938,SNRPD3,SNU13,998,Protein_Protein
990,8694,SNRPD3,DDX23,996,Protein_Protein
990,6178,SNRPD3,EFTUD2,999,Protein_Protein
990,8837,SNRPD3,TXNL4A,998,Protein_Protein
990,2190,SNRPD3,SPACA6,744,Protein_Protein
990,9228,SNRPD3,RBM48,807,Protein_Protein
990,1871,SNRPD3,SF3B1,996,Protein_Protein
990,9360,SNRPD3,LSM2,999,Protein_Protein
990,5702,SNRPD3,SF3A3,998,Protein_Protein
990,2222,SNRPD3,SCNM1,805,Protein_Protein
990,2658,SNRPD3,WDR70,803,Protein_Protein
990,6611,SNRPD3,TXNL4B,922,Protein_Protein
990,7458,SNRPD3,ALYREF,870,Protein_Protein
990,711,SNRPD3,SMN1,981,Protein_Protein
990,6505,SNRPD3,SRSF3,726,Protein_Protein
990,6123,SNRPD3,CWC27,991,Protein_Protein
990,822,SNRPD3,HNRNPU,849,Protein_Protein
990,2069,SNRPD3,DDX20,955,Protein_Protein
990,7825,SNRPD3,RBMX2,988,Protein_Protein
990,9721,SNRPD3,HTATSF1,917,Protein_Protein
990,9316,SNRPD3,TGS1,721,Protein_Protein
990,8218,SNRPD3,CWC25,909,Protein_Protein
990,6644,SNRPD3,PLRG1,997,Protein_Protein
990,6828,SNRPD3,GPKOW,811,Protein_Protein
990,4557,SNRPD3,WDR77,996,Protein_Protein
990,1719,SNRPD3,SLU7,905,Protein_Protein
990,226,SNRPD3,PRPF19,999,Protein_Protein
990,37,SNRPD3,SNRPD1,999,Protein_Protein
990,6720,SNRPD3,PTGES3,760,Protein_Protein
990,1406,SNRPD3,SNRPD2,999,Protein_Protein
990,2113,SNRPD3,DHX16,990,Protein_Protein
990,5267,SNRPD3,SF3B4,995,Protein_Protein
990,5113,SNRPD3,NCBP1,986,Protein_Protein
990,4523,SNRPD3,SF3B3,998,Protein_Protein
990,2660,SNRPD3,PRPF40B,816,Protein_Protein
990,8248,SNRPD3,SNRPN,999,Protein_Protein
990,6746,SNRPD3,PRMT1,951,Protein_Protein
990,8495,SNRPD3,HNRNPK,728,Protein_Protein
990,4057,SNRPD3,RBM42,924,Protein_Protein
990,6579,SNRPD3,SNRNP200,999,Protein_Protein
990,4555,SNRPD3,SNRPA,999,Protein_Protein
990,8346,SNRPD3,SNRPF,999,Protein_Protein
990,6678,SNRPD3,WRAP53,802,Protein_Protein
990,2280,SNRPD3,TMIGD2,744,Protein_Protein
990,8946,SNRPD3,LSM3,999,Protein_Protein
990,6565,SNRPD3,SNIP1,991,Protein_Protein
990,5822,SNRPD3,PRPF4,998,Protein_Protein
990,4123,SNRPD3,PRPF38A,986,Protein_Protein
990,4989,SNRPD3,PRPF31,998,Protein_Protein
990,2889,SNRPD3,LUC7L,936,Protein_Protein
990,8316,SNRPD3,WBP4,985,Protein_Protein
990,9669,SNRPD3,BCAS2,992,Protein_Protein
990,4396,SNRPD3,YBX1,925,Protein_Protein
990,4445,SNRPD3,LSM10,999,Protein_Protein
990,3549,SNRPD3,PPIH,972,Protein_Protein
990,9344,SNRPD3,WBP11,804,Protein_Protein
990,1165,SNRPD3,BUD31,999,Protein_Protein
990,5863,SNRPD3,SNRNP27,948,Protein_Protein
990,6436,SNRPD3,CPSF2,852,Protein_Protein
990,9629,SNRPD3,SYF2,991,Protein_Protein
990,4993,SNRPD3,FRG1,811,Protein_Protein
990,8393,SNRPD3,SNRPC,999,Protein_Protein
990,223,SNRPD3,SNRNP70,999,Protein_Protein
990,294,SNRPD3,NVL,751,Protein_Protein
990,2470,SNRPD3,STRAP,955,Protein_Protein
990,7176,SNRPD3,ISY1,897,Protein_Protein
990,3474,SNRPD3,TFIP11,754,Protein_Protein
990,4881,SNRPD3,UBL5,894,Protein_Protein
990,210,SNRPD3,TARDBP,832,Protein_Protein
990,2952,SNRPD3,CTNNBL1,901,Protein_Protein
990,9354,SNRPD3,BUD13,988,Protein_Protein
990,7184,SNRPD3,NKAP,801,Protein_Protein
990,4903,SNRPD3,POLR2F,735,Protein_Protein
990,2111,SNRPD3,HNRNPR,847,Protein_Protein
990,3596,SNRPD3,SRRM2,991,Protein_Protein
990,9773,SNRPD3,GAR1,831,Protein_Protein
990,1395,SNRPD3,LSM11,971,Protein_Protein
990,5663,SNRPD3,LUC7L3,792,Protein_Protein
990,8141,SNRPD3,POLR2A,752,Protein_Protein
990,3682,SNRPD3,DHX15,990,Protein_Protein
990,7371,SNRPD3,SF3B2,998,Protein_Protein
990,8069,SNRPD3,SNRNP48,912,Protein_Protein
990,4238,SNRPD3,PSME3IP1,801,Protein_Protein
990,1518,SNRPD3,SNW1,998,Protein_Protein
990,3279,SNRPD3,DDX46,964,Protein_Protein
990,2464,SNRPD3,PHF5A,995,Protein_Protein
990,7784,SNRPD3,PDCD7,845,Protein_Protein
990,4144,SNRPD3,XAB2,998,Protein_Protein
990,3598,SNRPD3,TCERG1,862,Protein_Protein
990,5585,SNRPD3,CWF19L2,905,Protein_Protein
990,7026,SNRPD3,PPWD1,831,Protein_Protein
990,2161,SNRPD3,SNRPB,999,Protein_Protein
990,9467,SNRPD3,POLR2L,741,Protein_Protein
990,8452,SNRPD3,SSB,841,Protein_Protein
990,4068,SNRPD3,HNRNPH1,816,Protein_Protein
990,9035,SNRPD3,TRA2B,766,Protein_Protein
990,3946,SNRPD3,SNRPE,999,Protein_Protein
990,7147,SNRPD3,SMU1,992,Protein_Protein
990,3921,SNRPD3,YJU2,924,Protein_Protein
990,2521,SNRPD3,PRPF6,999,Protein_Protein
990,713,SNRPD3,PUF60,709,Protein_Protein
990,9562,SNRPD3,PRKRIP1,814,Protein_Protein
990,5971,SNRPD3,ISY1-RAB43,880,Protein_Protein
990,247,SNRPD3,GEMIN6,970,Protein_Protein
990,98,SNRPD3,SDE2,841,Protein_Protein
990,1818,SNRPD3,KIN,803,Protein_Protein
990,9607,SNRPD3,SRRM1,888,Protein_Protein
990,2947,SNRPD3,CWC15,997,Protein_Protein
990,8367,SNRPD3,TEP1,731,Protein_Protein
990,5674,SNRPD3,GEMIN5,972,Protein_Protein
990,5810,SNRPD3,POLR2C,707,Protein_Protein
990,4323,SNRPD3,LRMDA,826,Protein_Protein
990,7197,SNRPD3,PPIL1,990,Protein_Protein
990,3316,SNRPD3,RBM22,997,Protein_Protein
990,6014,SNRPD3,CDC5L,999,Protein_Protein
990,3000,SNRPD3,SART1,998,Protein_Protein
990,5124,SNRPD3,ARMC7,922,Protein_Protein
990,6721,SNRPD3,IK,983,Protein_Protein
990,4688,SNRPD3,DKC1,773,Protein_Protein
990,9868,SNRPD3,NCBP2L,728,Protein_Protein
990,6138,SNRPD3,SRSF1,962,Protein_Protein
990,1248,SNRPD3,SNRNP25,763,Protein_Protein
990,1380,SNRPD3,SMN2,951,Protein_Protein
990,1580,SNRPD3,PRPF4B,820,Protein_Protein
990,3697,SNRPD3,PRMT5,996,Protein_Protein
990,9873,SNRPD3,SNRPB2,999,Protein_Protein
990,3007,SNRPD3,FAM32A,813,Protein_Protein
990,8078,SNRPD3,PPIG,862,Protein_Protein
990,5607,SNRPD3,AQR,997,Protein_Protein
990,6735,SNRPD3,TAF15,721,Protein_Protein
990,7050,SNRPD3,DHX38,926,Protein_Protein
990,9750,SNRPD3,GEMIN2,963,Protein_Protein
990,9691,SNRPD3,ZRSR2,946,Protein_Protein
990,2971,SNRPD3,PPIL2,861,Protein_Protein
990,2445,SNRPD3,PPIE,989,Protein_Protein
990,2507,SNRPD3,HNRNPA1,893,Protein_Protein
990,1111,SNRPD3,DHX8,992,Protein_Protein
2567,9340,MAPK1,RPS6KB1,927,Protein_Protein
